conid,ticker,candidate_date,close_asof,sharesbas,sharefactor,sf1_datekey,staleness_days,computed_market_cap,vendor_marketcap_anchor,relative_diff_pct,boundary_distance_pct,market_cap_bucket,market_cap_reason_code
10291,NKE,2025-07-09,73.56,1475990487.0,1.0,2025-04-03,97.0,108573860223.72,82035551267.0,32.35,45.71,UNBUCKETED,MARKET_CAP_SUSPECT
11520,RCL,2025-07-09,333.57,271560372.0,1.0,2025-04-29,71.0,90584393288.04,58814545368.0,54.02,54.71,UNBUCKETED,MARKET_CAP_SUSPECT
16454492,WYNN,2025-07-09,110.08,104554301.0,1.0,2025-05-06,64.0,11509337454.08,8732375220.0,31.8,15.09,UNBUCKETED,MARKET_CAP_SUSPECT
32602412,LVS,2025-07-09,49.61,706627556.0,1.0,2025-04-25,75.0,35055793053.159996,25360862985.0,38.23,29.89,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2025-07-10,37.35,569865799.0,1.0,2025-04-25,76.0,21284487592.65,15095745016.0,41.0,57.43,UNBUCKETED,MARKET_CAP_SUSPECT
10291,NKE,2025-07-10,74.62,1475990487.0,1.0,2025-04-03,98.0,110138410139.94,82035551267.0,34.26,44.93,UNBUCKETED,MARKET_CAP_SUSPECT
11520,RCL,2025-07-10,341.36,271560372.0,1.0,2025-04-29,72.0,92699848585.92,58814545368.0,57.61,53.65,UNBUCKETED,MARKET_CAP_SUSPECT
16454492,WYNN,2025-07-10,111.93,104554301.0,1.0,2025-05-06,65.0,11702762910.93,8732375220.0,34.02,17.03,UNBUCKETED,MARKET_CAP_SUSPECT
79498203,UAL,2025-07-10,91.67,326600570.0,1.0,2025-04-16,85.0,29939474251.9,21878972184.0,36.84,40.12,UNBUCKETED,MARKET_CAP_SUSPECT
120643512,NCLH,2025-07-10,23.15,446806727.0,1.0,2025-05-05,66.0,10343575730.05,7761032848.0,33.28,3.44,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2025-07-11,37.13,569865799.0,1.0,2025-04-25,77.0,21159117116.870003,15095745016.0,40.17,57.68,UNBUCKETED,MARKET_CAP_SUSPECT
10291,NKE,2025-07-11,72.63,1475990487.0,1.0,2025-04-03,99.0,107201189070.81,82035551267.0,30.68,46.4,UNBUCKETED,MARKET_CAP_SUSPECT
16454492,WYNN,2025-07-11,111.17,104554301.0,1.0,2025-05-06,66.0,11623301642.17,8732375220.0,33.11,16.23,UNBUCKETED,MARKET_CAP_SUSPECT
44001820,DAL,2025-07-11,56.65,652948402.0,1.0,2025-07-10,1.0,36989526973.299995,37074410266.0,0.23,26.02,Large-low,MARKET_CAP_OK
120643512,NCLH,2025-07-11,22.62,446806727.0,1.0,2025-05-05,67.0,10106768164.74,7761032848.0,30.22,1.07,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2025-07-14,37.7,569865799.0,1.0,2025-04-25,80.0,21483940622.300003,15095745016.0,42.32,57.03,UNBUCKETED,MARKET_CAP_SUSPECT
16454492,WYNN,2025-07-14,111.01,104554301.0,1.0,2025-05-06,69.0,11606572954.01,8732375220.0,32.91,16.07,UNBUCKETED,MARKET_CAP_SUSPECT
32602412,LVS,2025-07-14,50.23,706627556.0,1.0,2025-04-25,80.0,35493902137.88,25360862985.0,39.96,29.01,UNBUCKETED,MARKET_CAP_SUSPECT
44001820,DAL,2025-07-14,58.11,652948402.0,1.0,2025-07-10,4.0,37942831640.22,37074410266.0,2.34,24.11,Large-low,MARKET_CAP_OK
120643512,NCLH,2025-07-14,23.27,446806727.0,1.0,2025-05-05,70.0,10397192537.289999,7761032848.0,33.97,3.97,UNBUCKETED,MARKET_CAP_SUSPECT
292491487,TPR,2025-07-14,101.55,207690147.0,1.0,2025-05-08,67.0,21090934427.85,16104293998.0,30.96,57.82,UNBUCKETED,MARKET_CAP_SUSPECT
9282,LUV,2025-07-15,37.13,569865799.0,1.0,2025-04-25,81.0,21159117116.870003,15095745016.0,40.17,57.68,UNBUCKETED,MARKET_CAP_SUSPECT
8677881,ON,2025-07-15,58.93,417885346.0,1.0,2025-05-05,71.0,24625983439.78,16050976140.0,53.42,50.75,UNBUCKETED,MARKET_CAP_SUSPECT
16454492,WYNN,2025-07-15,111.0,104554301.0,1.0,2025-05-06,70.0,11605527411.0,8732375220.0,32.9,16.06,UNBUCKETED,MARKET_CAP_SUSPECT
32602412,LVS,2025-07-15,49.86,706627556.0,1.0,2025-04-25,81.0,35232449942.159996,25360862985.0,38.92,29.54,UNBUCKETED,MARKET_CAP_SUSPECT
44001820,DAL,2025-07-15,55.71,652948402.0,1.0,2025-07-10,5.0,36375755475.42,37074410266.0,1.88,27.25,Large-low,MARKET_CAP_OK
120643512,NCLH,2025-07-15,22.74,446806727.0,1.0,2025-05-05,71.0,10160384971.98,7761032848.0,30.92,1.6,UNBUCKETED,MARKET_CAP_SUSPECT
292491487,TPR,2025-07-15,101.6,207690147.0,1.0,2025-05-08,68.0,21101318935.199997,16104293998.0,31.03,57.8,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2025-07-16,160.08,1621404195.0,1.0,2025-05-07,70.0,259554383535.6,162724125010.0,59.51,29.78,UNBUCKETED,MARKET_CAP_SUSPECT
44001820,DAL,2025-07-16,55.56,652948402.0,1.0,2025-07-10,6.0,36277813215.12,37074410266.0,2.15,27.44,Large-low,MARKET_CAP_OK
292491487,TPR,2025-07-16,100.67,207690147.0,1.0,2025-05-08,69.0,20908167098.49,16104293998.0,29.83,58.18,UNBUCKETED,MARKET_CAP_SUSPECT
292491487,TPR,2025-07-17,102.16,207690147.0,1.0,2025-05-08,70.0,21217625417.52,16104293998.0,31.75,57.56,UNBUCKETED,MARKET_CAP_SUSPECT
584127832,COHR,2025-07-17,100.28,155440611.0,1.0,2025-05-07,71.0,15587584471.08,10821775338.0,44.04,55.88,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2025-07-17,570.17,272934744.0,1.0,2025-04-23,85.0,155619202986.47998,91730638111.0,69.65,22.19,UNBUCKETED,MARKET_CAP_SUSPECT
292491487,TPR,2025-07-18,103.42,207690147.0,1.0,2025-05-08,71.0,21479315002.74,16104293998.0,33.38,57.04,UNBUCKETED,MARKET_CAP_SUSPECT
4391,AMD,2025-07-21,157.0,1621404195.0,1.0,2025-05-07,75.0,254560458615.0,162724125010.0,56.44,27.28,UNBUCKETED,MARKET_CAP_SUSPECT
79498203,UAL,2025-07-21,92.35,323732094.0,1.0,2025-07-17,4.0,29896658880.899998,29530841615.0,1.24,40.21,Large-low,MARKET_CAP_OK
292491487,TPR,2025-07-21,106.41,207690147.0,1.0,2025-05-08,74.0,22100308542.27,16104293998.0,37.23,55.8,UNBUCKETED,MARKET_CAP_SUSPECT
268627,DHI,2025-07-22,153.5,307181294.0,1.0,2025-04-23,90.0,47152328629.0,38333153678.0,23.01,5.7,Large-low,MARKET_CAP_OK
292491487,TPR,2025-07-22,106.25,207690147.0,1.0,2025-05-08,75.0,22067078118.75,16104293998.0,37.03,55.87,UNBUCKETED,MARKET_CAP_SUSPECT
292491487,TPR,2025-07-23,109.17,207690147.0,1.0,2025-05-08,76.0,22673533347.99,16104293998.0,40.79,54.65,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2025-07-23,629.03,272223940.0,1.0,2025-07-23,0.0,171237024978.19998,171237024978.0,0.0,14.38,Large-high,MARKET_CAP_OK
731466408,TEL,2025-07-23,202.04,296546513.0,1.0,2025-04-28,86.0,59914257486.52,42969589734.0,39.43,19.83,UNBUCKETED,MARKET_CAP_SUSPECT
281316445,BKR,2025-07-24,45.72,985879124.0,1.0,2025-07-23,1.0,45074393549.28,44049079260.0,2.33,9.85,Large-low,MARKET_CAP_OK
691984365,GEV,2025-07-24,623.97,272223940.0,1.0,2025-07-23,1.0,169859571841.80002,171237024978.0,0.8,15.07,Large-high,MARKET_CAP_OK
268376,DECK,2025-07-25,116.85,149435875.0,1.0,2025-05-23,63.0,17461581993.75,15100495169.0,15.64,65.08,Large-low,MARKET_CAP_OK
6607708,FIX,2025-07-25,688.74,35281452.0,1.0,2025-07-24,1.0,24299747250.48,19857459629.0,22.37,51.4,Large-low,MARKET_CAP_OK
691984365,GEV,2025-07-25,644.59,272223940.0,1.0,2025-07-23,2.0,175472829484.6,171237024978.0,2.47,12.26,Large-high,MARKET_CAP_OK
731466408,TEL,2025-07-25,208.06,295481491.0,1.0,2025-07-25,0.0,61477879017.46,61477879017.0,0.0,22.96,Large-high,MARKET_CAP_OK
6607708,FIX,2025-07-28,692.97,35281452.0,1.0,2025-07-24,4.0,24448987792.440002,19857459629.0,23.12,51.1,Large-low,MARKET_CAP_OK
281316445,BKR,2025-07-28,46.55,985879124.0,1.0,2025-07-23,5.0,45892673222.2,44049079260.0,4.19,8.21,Large-low,MARKET_CAP_OK
691984365,GEV,2025-07-28,647.66,272223940.0,1.0,2025-07-23,5.0,176308556980.4,171237024978.0,2.96,11.85,Large-high,MARKET_CAP_OK
731466408,TEL,2025-07-28,209.34,295481491.0,1.0,2025-07-25,3.0,61856095325.94,61477879017.0,0.62,23.71,Large-high,MARKET_CAP_OK
6820,EME,2025-07-29,636.23,44758004.0,1.0,2025-04-30,90.0,28476384884.920002,17934532203.0,58.78,43.05,UNBUCKETED,MARKET_CAP_SUSPECT
268376,DECK,2025-07-29,112.11,149435875.0,1.0,2025-05-23,67.0,16753255946.25,15100495169.0,10.95,66.49,Large-low,MARKET_CAP_OK
6607708,FIX,2025-07-29,687.67,35281452.0,1.0,2025-07-24,5.0,24261996096.84,19857459629.0,22.18,51.48,Large-low,MARKET_CAP_OK
281316445,BKR,2025-07-29,45.75,985879124.0,1.0,2025-07-23,6.0,45103969923.0,44049079260.0,2.39,9.79,Large-low,MARKET_CAP_OK
731466408,TEL,2025-07-29,209.17,295481491.0,1.0,2025-07-25,4.0,61805863472.46999,61477879017.0,0.53,23.61,Large-high,MARKET_CAP_OK
6607708,FIX,2025-07-30,702.97,35281452.0,1.0,2025-07-24,6.0,24801802312.440002,19857459629.0,24.9,50.4,Large-low,MARKET_CAP_OK
72529783,GNRC,2025-07-30,181.0,59081648.0,1.0,2025-05-06,85.0,10693778288.0,6720537460.0,59.12,6.94,UNBUCKETED,MARKET_CAP_SUSPECT
281316445,BKR,2025-07-30,45.53,985879124.0,1.0,2025-07-23,7.0,44887076515.72,44049079260.0,1.9,10.23,Large-low,MARKET_CAP_OK
731466408,TEL,2025-07-30,206.68,295481491.0,1.0,2025-07-25,5.0,61070114559.880005,61477879017.0,0.66,22.14,Large-high,MARKET_CAP_OK
7655,GLW,2025-07-31,63.24,856471447.0,1.0,2025-05-02,90.0,54163254308.28,39192133415.0,38.2,8.33,UNBUCKETED,MARKET_CAP_SUSPECT
4347086,EBAY,2025-07-31,91.75,457000000.0,1.0,2025-07-31,0.0,41929750000.0,41929750000.0,0.0,16.14,Large-low,MARKET_CAP_OK
6607708,FIX,2025-07-31,703.3,35281452.0,1.0,2025-07-24,7.0,24813445191.6,19857459629.0,24.96,50.37,Large-low,MARKET_CAP_OK
72529783,GNRC,2025-07-31,194.69,59081648.0,1.0,2025-05-06,86.0,11502606049.119999,6720537460.0,71.16,15.03,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2025-07-31,660.29,272223940.0,1.0,2025-07-23,8.0,179746745342.59998,171237024978.0,4.97,10.13,Large-high,MARKET_CAP_OK
731466408,TEL,2025-07-31,205.75,295481491.0,1.0,2025-07-25,6.0,60795316773.25,61477879017.0,1.11,21.59,Large-high,MARKET_CAP_OK
268627,DHI,2025-08-01,150.3,298123529.0,1.0,2025-07-23,9.0,44807966408.700005,44172963292.0,1.44,10.38,Large-low,MARKET_CAP_OK
6607708,FIX,2025-08-01,695.3,35281452.0,1.0,2025-07-24,8.0,24531193575.6,19857459629.0,23.54,50.94,Large-low,MARKET_CAP_OK
72529783,GNRC,2025-08-01,193.63,59081648.0,1.0,2025-05-06,87.0,11439979502.24,6720537460.0,70.22,14.4,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2025-08-01,656.5,272223940.0,1.0,2025-07-23,9.0,178715016610.0,171237024978.0,4.37,10.64,Large-high,MARKET_CAP_OK
268627,DHI,2025-08-04,153.28,298123529.0,1.0,2025-07-23,12.0,45696374525.12,44172963292.0,3.45,8.61,Large-low,MARKET_CAP_OK
5019164,WSM,2025-08-04,200.52,122998061.0,1.0,2025-05-28,68.0,24663571191.72,20234411015.0,21.89,50.67,Large-low,MARKET_CAP_OK
6607708,FIX,2025-08-04,699.16,35281452.0,1.0,2025-07-24,11.0,24667379980.32,19857459629.0,24.22,50.67,Large-low,MARKET_CAP_OK
72529783,GNRC,2025-08-04,196.43,59081648.0,1.0,2025-05-06,90.0,11605408116.640001,6720537460.0,72.69,16.05,UNBUCKETED,MARKET_CAP_SUSPECT
691984365,GEV,2025-08-04,662.77,272223940.0,1.0,2025-07-23,12.0,180421860713.8,171237024978.0,5.36,9.79,Large-high,MARKET_CAP_OK
6607708,FIX,2025-08-05,691.45,35281452.0,1.0,2025-07-24,12.0,24395359985.4,19857459629.0,22.85,51.21,Large-low,MARKET_CAP_OK
691984365,GEV,2025-08-05,649.72,272223940.0,1.0,2025-07-23,13.0,176869338296.80002,171237024978.0,3.29,11.57,Large-high,MARKET_CAP_OK
6607708,FIX,2025-08-06,690.45,35281452.0,1.0,2025-07-24,13.0,24360078533.4,19857459629.0,22.67,51.28,Large-low,MARKET_CAP_OK
7655,GLW,2025-08-07,64.76,856618711.0,1.0,2025-08-01,6.0,55474627724.36,53153191018.0,4.37,10.95,Large-high,MARKET_CAP_OK
6607708,FIX,2025-08-07,694.43,35281452.0,1.0,2025-07-24,14.0,24500498712.359997,19857459629.0,23.38,51.0,Large-low,MARKET_CAP_OK
740948854,ANET,2025-08-07,139.28,1256865381.0,1.0,2025-08-06,1.0,175056210265.68,174427777575.0,0.36,12.47,Large-high,MARKET_CAP_OK
7655,GLW,2025-08-08,65.77,856618711.0,1.0,2025-08-01,7.0,56339812622.46999,53153191018.0,6.0,12.68,Large-high,MARKET_CAP_OK
4347086,EBAY,2025-08-08,93.14,457000000.0,1.0,2025-07-31,8.0,42564980000.0,41929750000.0,1.51,14.87,Large-low,MARKET_CAP_OK
481863646,APP,2025-08-08,455.98,338249914.0,1.0,2025-08-06,2.0,154235195785.72,132110268911.0,16.75,22.88,Large-high,MARKET_CAP_OK
740948854,ANET,2025-08-08,139.18,1256865381.0,1.0,2025-08-06,2.0,174930523727.58002,174427777575.0,0.29,12.53,Large-high,MARKET_CAP_OK
7655,GLW,2025-08-11,64.98,856618711.0,1.0,2025-08-01,10.0,55663083840.78001,53153191018.0,4.72,11.33,Large-high,MARKET_CAP_OK
4347086,EBAY,2025-08-11,95.3,457000000.0,1.0,2025-07-31,11.0,43552100000.0,41929750000.0,3.87,12.9,Large-low,MARKET_CAP_OK
481863646,APP,2025-08-11,465.58,338249914.0,1.0,2025-08-06,5.0,157482394960.12,132110268911.0,19.21,21.26,Large-high,MARKET_CAP_OK
740948854,ANET,2025-08-11,137.65,1256865381.0,1.0,2025-08-06,5.0,173007519694.65,174427777575.0,0.81,13.5,Large-high,MARKET_CAP_OK
4347086,EBAY,2025-08-12,97.06,457000000.0,1.0,2025-07-31,12.0,44356420000.0,41929750000.0,5.79,11.29,Large-low,MARKET_CAP_OK
481863646,APP,2025-08-12,467.0,338249914.0,1.0,2025-08-06,6.0,157962709838.0,132110268911.0,19.57,21.02,Large-high,MARKET_CAP_OK
740948854,ANET,2025-08-12,141.25,1256865381.0,1.0,2025-08-06,6.0,177532235066.25,174427777575.0,1.78,11.23,Large-high,MARKET_CAP_OK
9091,LEN,2025-08-13,130.89,259006833.0,1.0,2025-07-01,43.0,33901404371.369995,29912699143.0,13.33,32.2,Large-low,MARKET_CAP_OK
655276609,CRH,2025-08-13,113.65,672659283.0,1.0,2025-08-06,7.0,76447727512.95,65651546021.0,16.44,52.9,Large-high,MARKET_CAP_OK
9091,LEN,2025-08-14,130.45,259006833.0,1.0,2025-07-01,44.0,33787441364.85,29912699143.0,12.95,32.43,Large-low,MARKET_CAP_OK
270639,INTC,2025-08-14,23.86,4377000000.0,1.0,2025-07-24,21.0,104435220000.0,99051510000.0,5.44,47.78,Large-high,MARKET_CAP_OK
32106121,MPWR,2025-08-14,848.81,47892000.0,1.0,2025-08-04,10.0,40651208520.0,39780531960.0,2.19,18.7,Large-low,MARKET_CAP_OK
98542021,EXPE,2025-08-14,207.2,123715583.0,1.0,2025-08-08,6.0,25633868797.6,24156704737.0,6.11,48.73,Large-low,MARKET_CAP_OK
655276609,CRH,2025-08-14,111.75,672659283.0,1.0,2025-08-06,8.0,75169674875.25,65651546021.0,14.5,50.34,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-15,304.01,905673625.0,1.0,2025-08-11,4.0,275333838736.25,228564852741.0,20.46,37.67,Mega,MARKET_CAP_OK
44001820,DAL,2025-08-15,60.24,652948402.0,1.0,2025-07-10,36.0,39333611736.48,37074410266.0,6.09,21.33,Large-low,MARKET_CAP_OK
79498203,UAL,2025-08-15,100.93,323732094.0,1.0,2025-07-17,29.0,32674280247.420002,29530841615.0,10.64,34.65,Large-low,MARKET_CAP_OK
655276609,CRH,2025-08-15,110.84,672659283.0,1.0,2025-08-06,9.0,74557554927.72,65651546021.0,13.57,49.12,Large-high,MARKET_CAP_OK
740948854,ANET,2025-08-15,137.3,1256865381.0,1.0,2025-08-06,9.0,172567616811.30002,174427777575.0,1.07,13.72,Large-high,MARKET_CAP_OK
8251,HUM,2025-08-18,287.19,120271819.0,1.0,2025-07-30,19.0,34540863698.61,31447472514.0,9.84,30.92,Large-low,MARKET_CAP_OK
13272,UNH,2025-08-18,308.49,905673625.0,1.0,2025-08-11,7.0,279391256576.25,228564852741.0,22.24,39.7,Mega,MARKET_CAP_OK
44001820,DAL,2025-08-18,61.09,652948402.0,1.0,2025-07-10,39.0,39888617878.18,37074410266.0,7.59,20.22,Large-low,MARKET_CAP_OK
79498203,UAL,2025-08-18,102.37,323732094.0,1.0,2025-07-17,32.0,33140454462.780003,29530841615.0,12.22,33.72,Large-low,MARKET_CAP_OK
740948854,ANET,2025-08-18,138.04,1256865381.0,1.0,2025-08-06,12.0,173497697193.24,174427777575.0,0.53,13.25,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-19,304.24,905673625.0,1.0,2025-08-11,8.0,275542143670.0,228564852741.0,20.55,37.77,Mega,MARKET_CAP_OK
44001820,DAL,2025-08-19,60.5,652948402.0,1.0,2025-07-10,40.0,39503378321.0,37074410266.0,6.55,20.99,Large-low,MARKET_CAP_OK
79498203,UAL,2025-08-19,102.19,323732094.0,1.0,2025-07-17,33.0,33082182685.86,29530841615.0,12.03,33.84,Large-low,MARKET_CAP_OK
98542021,EXPE,2025-08-19,208.04,123715583.0,1.0,2025-08-08,11.0,25737789887.32,24156704737.0,6.55,48.52,Large-low,MARKET_CAP_OK
655276609,CRH,2025-08-19,112.44,672659283.0,1.0,2025-08-06,13.0,75633809780.52,65651546021.0,15.2,51.27,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-20,299.84,905673625.0,1.0,2025-08-11,9.0,271557179719.99997,228564852741.0,18.81,35.78,Mega,MARKET_CAP_OK
270639,INTC,2025-08-20,23.54,4377000000.0,1.0,2025-07-24,27.0,103034580000.0,99051510000.0,4.02,48.48,Large-high,MARKET_CAP_OK
13878278,CNC,2025-08-20,29.4,491133000.0,1.0,2025-07-25,26.0,14439310200.0,13943265870.0,3.56,44.39,Large-low,MARKET_CAP_OK
8251,HUM,2025-08-21,294.47,120271819.0,1.0,2025-07-30,22.0,35416442540.93,31447472514.0,12.62,29.17,Large-low,MARKET_CAP_OK
13272,UNH,2025-08-21,303.35,905673625.0,1.0,2025-08-11,10.0,274736094143.75003,228564852741.0,20.2,37.37,Mega,MARKET_CAP_OK
13878278,CNC,2025-08-21,28.81,491133000.0,1.0,2025-07-25,27.0,14149541730.0,13943265870.0,1.48,41.5,Large-low,MARKET_CAP_OK
346403540,CI,2025-08-21,300.95,266928075.0,1.0,2025-07-31,21.0,80332004171.25,71371228694.0,12.56,59.83,Large-high,MARKET_CAP_OK
11520,RCL,2025-08-22,344.67,271627660.0,1.0,2025-07-29,24.0,93621905572.2,90824140674.0,3.08,53.19,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-22,307.42,905673625.0,1.0,2025-08-11,11.0,278422185797.5,228564852741.0,21.81,39.21,Mega,MARKET_CAP_OK
13878278,CNC,2025-08-22,29.41,491133000.0,1.0,2025-07-25,28.0,14444221530.0,13943265870.0,3.59,44.44,Large-low,MARKET_CAP_OK
44001820,DAL,2025-08-22,61.69,652948402.0,1.0,2025-07-10,43.0,40280386919.38,37074410266.0,8.65,19.44,Large-low,MARKET_CAP_OK
79498203,UAL,2025-08-22,102.98,323732094.0,1.0,2025-07-17,36.0,33337931040.120003,29530841615.0,12.89,33.32,Large-low,MARKET_CAP_OK
13272,UNH,2025-08-25,304.86,905673625.0,1.0,2025-08-11,14.0,276103661317.5,228564852741.0,20.8,38.05,Mega,MARKET_CAP_OK
13878278,CNC,2025-08-25,29.08,491133000.0,1.0,2025-07-25,31.0,14282147640.0,13943265870.0,2.43,42.82,Large-low,MARKET_CAP_OK
79498203,UAL,2025-08-25,102.34,323732094.0,1.0,2025-07-17,39.0,33130742499.960003,29530841615.0,12.19,33.74,Large-low,MARKET_CAP_OK
11520,RCL,2025-08-26,353.74,271627660.0,1.0,2025-07-29,28.0,96085568448.40001,90824140674.0,5.79,51.96,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-26,300.43,905673625.0,1.0,2025-08-11,15.0,272091527158.75,228564852741.0,19.04,36.05,Mega,MARKET_CAP_OK
47965865,SATS,2025-08-26,50.87,287716432.0,1.0,2025-08-01,25.0,14636134895.84,7748203514.0,88.9,46.36,UNBUCKETED,MARKET_CAP_SUSPECT
11520,RCL,2025-08-27,359.07,271627660.0,1.0,2025-07-29,29.0,97533343876.2,90824140674.0,7.39,51.23,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-27,303.88,905673625.0,1.0,2025-08-11,16.0,275216101165.0,228564852741.0,20.41,37.61,Mega,MARKET_CAP_OK
47965865,SATS,2025-08-27,58.76,287716432.0,1.0,2025-08-01,26.0,16906217544.32,7748203514.0,118.2,66.19,UNBUCKETED,MARKET_CAP_SUSPECT
11520,RCL,2025-08-28,365.84,271627660.0,1.0,2025-07-29,30.0,99372263134.4,90824140674.0,9.41,50.31,Large-high,MARKET_CAP_OK
13272,UNH,2025-08-28,302.29,905673625.0,1.0,2025-08-11,17.0,273776080101.25003,228564852741.0,19.78,36.89,Mega,MARKET_CAP_OK
16454492,WYNN,2025-08-28,126.74,103976531.0,1.0,2025-08-07,21.0,13177985538.939999,11149403419.0,18.19,31.78,Large-low,MARKET_CAP_OK
11520,RCL,2025-08-29,363.22,271627660.0,1.0,2025-07-29,31.0,98660598665.20001,90824140674.0,8.63,50.67,Large-high,MARKET_CAP_OK
16454492,WYNN,2025-08-29,126.75,103976531.0,1.0,2025-08-07,22.0,13179025304.25,11149403419.0,18.2,31.79,Large-low,MARKET_CAP_OK
474515500,APA,2025-08-29,23.22,357786460.0,1.0,2025-08-07,22.0,8307801601.2,6962524512.0,19.32,16.92,Mid,MARKET_CAP_OK
13497,VLO,2025-09-02,154.28,310651744.0,1.0,2025-07-24,40.0,47927351064.32,43596865753.0,9.93,4.15,Large-low,MARKET_CAP_OK
16454492,WYNN,2025-09-02,125.47,103976531.0,1.0,2025-08-07,26.0,13045935344.57,11149403419.0,17.01,30.46,Large-low,MARKET_CAP_OK
47965865,SATS,2025-09-02,65.24,287716432.0,1.0,2025-08-01,32.0,18770620023.68,7748203514.0,142.26,62.46,UNBUCKETED,MARKET_CAP_SUSPECT
89495776,MPC,2025-09-02,180.15,304020309.0,1.0,2025-08-05,28.0,54769258666.35,51355110596.0,6.65,9.54,Large-high,MARKET_CAP_OK
201113895,LITE,2025-09-02,132.56,69900000.0,1.0,2025-08-19,14.0,9265944000.0,8245404000.0,12.38,7.34,Mid,MARKET_CAP_OK
474515500,APA,2025-09-02,23.84,357786460.0,1.0,2025-08-07,26.0,8529629206.4,6962524512.0,22.51,14.7,Mid,MARKET_CAP_OK
13497,VLO,2025-09-03,155.38,310651744.0,1.0,2025-07-24,41.0,48269067982.72,43596865753.0,10.72,3.46,Large-low,MARKET_CAP_OK
47965865,SATS,2025-09-03,63.91,287716432.0,1.0,2025-08-01,33.0,18387957169.12,7748203514.0,137.32,63.22,UNBUCKETED,MARKET_CAP_SUSPECT
474515500,APA,2025-09-03,22.68,357786460.0,1.0,2025-08-07,27.0,8114596912.8,6962524512.0,16.55,18.85,Mid,MARKET_CAP_OK
41045553,CIEN,2025-09-04,116.92,141055908.0,1.0,2025-09-04,0.0,16492256763.36,16492256763.0,0.0,64.92,Large-low,MARKET_CAP_OK
47965865,SATS,2025-09-04,67.22,287716432.0,1.0,2025-08-01,34.0,19340298559.04,7748203514.0,149.61,61.32,UNBUCKETED,MARKET_CAP_SUSPECT
474515500,APA,2025-09-04,23.44,357786460.0,1.0,2025-08-07,28.0,8386514622.400001,6962524512.0,20.45,16.13,Mid,MARKET_CAP_OK
13681,WDC,2025-09-05,92.04,346922126.0,1.0,2025-08-14,22.0,31930712477.04,26449342886.0,20.72,36.14,Large-low,MARKET_CAP_OK
41045553,CIEN,2025-09-05,116.69,141055908.0,1.0,2025-09-04,1.0,16459813904.52,16492256763.0,0.2,64.6,Large-low,MARKET_CAP_OK
47965865,SATS,2025-09-05,67.24,287716432.0,1.0,2025-08-01,35.0,19346052887.68,7748203514.0,149.68,61.31,UNBUCKETED,MARKET_CAP_SUSPECT
201113895,LITE,2025-09-05,149.46,69900000.0,1.0,2025-08-19,17.0,10447254000.0,8245404000.0,26.7,4.47,UNBUCKETED,MARKET_CAP_SUSPECT
313130367,AVGO,2025-09-05,334.89,4703470979.0,1.0,2025-06-11,86.0,1575145396157.3098,1189554845299.0,32.41,687.57,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2025-09-05,188.16,212677178.0,1.0,2025-08-01,35.0,40017337812.479996,32924553926.0,21.54,19.97,Large-low,MARKET_CAP_OK
13681,WDC,2025-09-08,93.29,346922126.0,1.0,2025-08-14,25.0,32364365134.54,26449342886.0,22.36,35.27,Large-low,MARKET_CAP_OK
201113895,LITE,2025-09-08,149.4,69900000.0,1.0,2025-08-19,20.0,10443060000.0,8245404000.0,26.65,4.43,UNBUCKETED,MARKET_CAP_SUSPECT
313130367,AVGO,2025-09-08,345.65,4703470979.0,1.0,2025-06-11,89.0,1625754743891.3499,1189554845299.0,36.67,712.88,UNBUCKETED,MARKET_CAP_SUSPECT
491932113,STX,2025-09-08,189.24,212677178.0,1.0,2025-08-01,38.0,40247029164.72,32924553926.0,22.24,19.51,Large-low,MARKET_CAP_OK
9939,MU,2025-09-09,135.24,1119125101.0,1.0,2025-06-26,75.0,151350478659.24002,141009762726.0,7.33,24.32,Large-high,MARKET_CAP_OK
13681,WDC,2025-09-09,94.54,346922126.0,1.0,2025-08-14,26.0,32798017792.04,26449342886.0,24.0,34.4,Large-low,MARKET_CAP_OK
201113895,LITE,2025-09-09,151.73,69900000.0,1.0,2025-08-19,21.0,10605927000.0,8245404000.0,28.63,6.06,UNBUCKETED,MARKET_CAP_SUSPECT
208813719,GOOGL,2025-09-09,239.63,12094000000.0,1.0,2025-07-24,47.0,2898085220000.0,2324103980000.0,24.7,1349.04,Mega,MARKET_CAP_OK
208813720,GOOG,2025-09-09,239.94,12094000000.0,1.0,2025-07-24,47.0,2901834360000.0,,,1350.92,Mega,MARKET_CAP_OK
