conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,mle_rank,irc_rank,source_signal_label
878372298,2025-12-24,2025-09-29,86,,MATCHED_NAME_VERIFIED,False,OK,,26229000000.0,2642000000.0,2.01,3268000000.0,0.262,0.395,0.101,27860000000.0,3.261,50831000000.0,11928000000.0,CCL,2,1,MLE_TOP10xIRC_TOP10_20d
9939,2025-12-26,2025-12-18,8,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,6,6,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-26,2025-11-04,52,,MATCHED_NAME_VERIFIED,False,OK,,9692558000.0,663528000.0,1.49,-1035503000.0,0.402,0.42,0.068,14521461000.0,9.129,22213369000.0,2193083000.0,NCLH,3,1,MLE_TOP10xIRC_TOP10_20d
498843743,2025-12-26,2025-10-21,66,,MATCHED_STRONG,False,OK,,43951000000.0,8062000000.0,7.56,6532000000.0,0.421,0.377,0.183,20838000000.0,5.806,128243000000.0,18812000000.0,GE,7,9,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-26,2025-09-29,88,,MATCHED_NAME_VERIFIED,False,OK,,26229000000.0,2642000000.0,2.01,3268000000.0,0.262,0.395,0.101,27860000000.0,3.261,50831000000.0,11928000000.0,CCL,4,1,MLE_TOP10xIRC_TOP10_20d
9939,2025-12-29,2025-12-18,11,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,1,10,MLE_TOP10xIRC_TOP10_20d
267748,2025-12-29,2025-10-30,60,,MATCHED_STRONG,False,OK,,123312000000.0,22607000000.0,6.05,18119000000.0,0.247,1.0,0.183,99063000000.0,1.809,272995000000.0,97081000000.0,CMCSA,4,3,MLE_TOP10xIRC_TOP10_20d
4815747,2025-12-29,2025-11-19,40,,MATCHED_STRONG,False,OK,,187142000000.0,99198000000.0,4.06,77324000000.0,1.038,0.701,0.53,10481000000.0,0.355,161148000000.0,118897000000.0,NVDA,10,10,MLE_TOP10xIRC_TOP10_20d
732440574,2025-12-29,2025-10-24,66,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,5,10,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-29,2025-09-29,91,,MATCHED_NAME_VERIFIED,False,OK,,26229000000.0,2642000000.0,2.01,3268000000.0,0.262,0.395,0.101,27860000000.0,3.261,50831000000.0,11928000000.0,CCL,3,1,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-30,2025-09-29,92,,MATCHED_NAME_VERIFIED,False,OK,,26229000000.0,2642000000.0,2.01,3268000000.0,0.262,0.395,0.101,27860000000.0,3.261,50831000000.0,11928000000.0,CCL,5,1,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-31,2025-09-29,93,,MATCHED_NAME_VERIFIED,False,OK,,26229000000.0,2642000000.0,2.01,3268000000.0,0.262,0.395,0.101,27860000000.0,3.261,50831000000.0,11928000000.0,CCL,5,1,MLE_TOP10xIRC_TOP10_20d
6607708,2026-01-02,2025-10-23,71,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,7,8,MLE_TOP10xIRC_TOP10_20d
7890,2026-01-05,2025-10-24,73,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,3,2,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-05,2025-10-22,75,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,5,2,MLE_TOP10xIRC_TOP10_20d
43645865,2026-01-05,2025-11-05,61,,MATCHED_STRONG,False,OK,,5949000000.0,917000000.0,2.087,15980000000.0,0.196,0.925,0.154,28434000000.0,35.398,200222000000.0,5106000000.0,IBKR,7,10,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-06,2025-10-22,76,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,8,6,MLE_TOP10xIRC_TOP10_20d
43645865,2026-01-06,2025-11-05,62,,MATCHED_STRONG,False,OK,,5949000000.0,917000000.0,2.087,15980000000.0,0.196,0.925,0.154,28434000000.0,35.398,200222000000.0,5106000000.0,IBKR,10,8,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-07,2025-11-05,63,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,10,10,MLE_TOP10xIRC_TOP10_20d
7890,2026-01-08,2025-10-24,76,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,6,3,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-08,2025-10-22,78,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,3,3,MLE_TOP10xIRC_TOP10_20d
13878278,2026-01-08,2025-10-29,71,,MATCHED_STRONG,False,OK,,185857000000.0,-5290000000.0,-10.75,3356000000.0,-0.206,0.081,-0.028,17583000000.0,2.914,82087000000.0,20948000000.0,CNC,1,10,MLE_TOP10xIRC_TOP10_20d
356576040,2026-01-08,2025-10-24,76,,MATCHED_STRONG,False,OK,,40913000000.0,-1133000000.0,-1.62,-1272000000.0,-0.066,0.071,-0.028,19625000000.0,2.39,60990000000.0,17541000000.0,DOW,9,4,MLE_TOP10xIRC_TOP10_20d
7890,2026-01-09,2025-10-24,77,,MATCHED_STRONG,False,OK,,22137000000.0,1309000000.0,1.52,2086000000.0,0.126,0.162,0.059,8567000000.0,1.462,25164000000.0,10203000000.0,HAL,7,3,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-09,2025-12-18,22,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,3,8,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-09,2025-10-22,79,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,5,3,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-09,2025-12-12,28,,MATCHED_STRONG,False,OK,,28368000000.0,6998000000.0,8.71,5698000000.0,0.361,0.487,0.247,6555000000.0,0.778,36299000000.0,20415000000.0,AMAT,9,8,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-09,2025-11-06,64,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,1,8,MLE_TOP10xIRC_TOP10_20d
271568,2026-01-09,2025-11-06,64,,MATCHED_STRONG,False,OK,,4212400000.0,-185100000.0,-0.46,754400000.0,-0.036,0.541,-0.058,5375900000.0,1.161,14469700000.0,6695500000.0,MCHP,10,8,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-09,2025-10-24,77,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,2,8,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-12,2025-12-18,25,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,3,10,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-12,2025-10-22,82,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,4,3,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-12,2025-12-12,31,,MATCHED_STRONG,False,OK,,28368000000.0,6998000000.0,8.71,5698000000.0,0.361,0.487,0.247,6555000000.0,0.778,36299000000.0,20415000000.0,AMAT,7,10,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-12,2025-11-06,67,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,2,10,MLE_TOP10xIRC_TOP10_20d
371886040,2026-01-12,2025-10-30,74,,MATCHED_STRONG,False,OK,,21740000000.0,1759000000.0,9.35,1890000000.0,0.091,0.256,0.081,11722000000.0,1.1,41014000000.0,19532000000.0,LHX,10,2,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-12,2025-10-24,80,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,1,10,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-13,2025-11-05,69,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,3,4,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-13,2025-10-22,83,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,5,1,MLE_TOP10xIRC_TOP10_20d
12729,2026-01-13,2025-10-30,75,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,10,10,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-13,2025-11-06,68,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,1,10,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-13,2025-10-24,81,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,4,10,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-14,2025-11-05,70,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,3,3,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-14,2025-10-22,84,,MATCHED_NAME_VERIFIED,False,OK,,35248000000.0,3645000000.0,2.61,3457000000.0,0.168,0.191,0.103,12766000000.0,1.099,55093000000.0,25635000000.0,SLB,6,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-14,2025-11-06,69,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,2,4,MLE_TOP10xIRC_TOP10_20d
356576040,2026-01-14,2025-10-24,82,,MATCHED_STRONG,False,OK,,40913000000.0,-1133000000.0,-1.62,-1272000000.0,-0.066,0.071,-0.028,19625000000.0,2.39,60990000000.0,17541000000.0,DOW,8,3,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-14,2025-10-24,82,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,9,4,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-15,2025-11-05,71,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,9,4,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-15,2025-12-12,34,,MATCHED_STRONG,False,OK,,28368000000.0,6998000000.0,8.71,5698000000.0,0.361,0.487,0.247,6555000000.0,0.778,36299000000.0,20415000000.0,AMAT,7,6,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-15,2025-11-06,70,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,2,6,MLE_TOP10xIRC_TOP10_20d
270957,2026-01-15,2025-10-31,76,,MATCHED_STRONG,False,OK,,12524317000.0,4236832000.0,3.2,3872707000.0,0.981,0.613,0.338,5885193000.0,2.273,16317974000.0,4985071000.0,KLAC,4,6,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-15,2025-11-05,71,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,10,3,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-15,2025-10-24,83,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,5,6,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-16,2025-12-12,35,,MATCHED_STRONG,False,OK,,28368000000.0,6998000000.0,8.71,5698000000.0,0.361,0.487,0.247,6555000000.0,0.778,36299000000.0,20415000000.0,AMAT,4,5,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-16,2025-11-06,71,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,7,5,MLE_TOP10xIRC_TOP10_20d
270957,2026-01-16,2025-10-31,77,,MATCHED_STRONG,False,OK,,12524317000.0,4236832000.0,3.2,3872707000.0,0.981,0.613,0.338,5885193000.0,2.273,16317974000.0,4985071000.0,KLAC,2,5,MLE_TOP10xIRC_TOP10_20d
611191,2026-01-16,2025-10-21,87,,MATCHED_STRONG,False,OK,,73349000000.0,4200000000.0,18.01,4593000000.0,0.685,0.082,0.057,22189000000.0,8.752,60276000000.0,6181000000.0,LMT,10,1,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-16,2025-10-24,84,,MATCHED_STRONG,False,OK,,19591788000.0,5810433000.0,4.56,5550038000.0,0.606,0.493,0.297,4483943000.0,1.149,21900211000.0,10192752000.0,LRCX,6,5,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-20,2025-11-05,76,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,4,7,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-20,2025-12-18,33,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,6,4,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-20,2025-11-06,75,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,2,4,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-20,2025-11-05,76,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,5,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-21,2025-11-05,77,,MATCHED_STRONG,False,OK,,32027000000.0,3306000000.0,2.03,5448000000.0,0.056,0.483,0.103,3870000000.0,0.265,76891000000.0,60790000000.0,AMD,7,3,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-21,2025-11-06,76,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,2,3,MLE_TOP10xIRC_TOP10_20d
35447205,2026-01-21,2025-11-06,76,,MATCHED_STRONG,False,OK,,6736000000.0,1379000000.0,8.29,1725000000.0,0.282,0.369,0.205,3396000000.0,1.342,14203000000.0,4849000000.0,CF,8,7,MLE_TOP10xIRC_TOP10_20d
72529783,2026-01-21,2025-11-04,78,,MATCHED_STRONG,False,OK,,4352444000.0,301243000.0,5.32,424407000.0,0.118,0.395,0.069,1594110000.0,1.115,5598102000.0,2643748000.0,GNRC,4,9,MLE_TOP10xIRC_TOP10_20d
463654490,2026-01-21,2025-11-05,77,,MATCHED_STRONG,False,OK,,772395000.0,476390000.0,6.92,82713000.0,0.381,0.857,0.617,16509000.0,0.115,1524914000.0,1367964000.0,TPL,5,8,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-21,2025-11-05,77,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,3,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-22,2025-11-05,78,,MATCHED_STRONG,False,OK,,32027000000.0,3306000000.0,2.03,5448000000.0,0.056,0.483,0.103,3870000000.0,0.265,76891000000.0,60790000000.0,AMD,7,2,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-22,2025-11-06,77,,MATCHED_STRONG,False,OK,,53439000000.0,198000000.0,0.03,-8418000000.0,0.002,0.356,0.004,46553000000.0,0.825,204514000000.0,106376000000.0,INTC,2,2,MLE_TOP10xIRC_TOP10_20d
611191,2026-01-22,2025-10-21,93,,MATCHED_STRONG,False,OK,,73349000000.0,4200000000.0,18.01,4593000000.0,0.685,0.082,0.057,22189000000.0,8.752,60276000000.0,6181000000.0,LMT,8,6,MLE_TOP10xIRC_TOP10_20d
72529783,2026-01-22,2025-11-04,79,,MATCHED_STRONG,False,OK,,4352444000.0,301243000.0,5.32,424407000.0,0.118,0.395,0.069,1594110000.0,1.115,5598102000.0,2643748000.0,GNRC,3,10,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-22,2025-11-05,78,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,6,4,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-23,2025-11-05,79,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,6,5,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-23,2025-11-05,79,,MATCHED_STRONG,False,OK,,32027000000.0,3306000000.0,2.03,5448000000.0,0.056,0.483,0.103,3870000000.0,0.265,76891000000.0,60790000000.0,AMD,2,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-23,2025-12-18,36,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,4,2,MLE_TOP10xIRC_TOP10_20d
6607708,2026-01-23,2025-10-23,92,,MATCHED_STRONG,False,OK,,8323378000.0,837622000.0,23.67,803869000.0,0.436,0.235,0.101,394054000.0,1.587,5777851000.0,2233386000.0,FIX,10,4,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-23,2025-11-05,79,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,7,3,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-26,2025-11-05,82,,MATCHED_STRONG,False,OK,,4946415000.0,-21156000.0,-1.59,159065000.0,-0.019,0.123,-0.038,3626393000.0,0.688,17148285000.0,9996113000.0,ALB,5,5,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-26,2025-11-05,82,,MATCHED_STRONG,False,OK,,32027000000.0,3306000000.0,2.03,5448000000.0,0.056,0.483,0.103,3870000000.0,0.265,76891000000.0,60790000000.0,AMD,2,4,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-26,2025-12-18,39,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,10,4,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-26,2025-11-05,82,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,8,3,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-27,2025-11-05,83,,MATCHED_STRONG,False,OK,,32027000000.0,3306000000.0,2.03,5448000000.0,0.056,0.483,0.103,3870000000.0,0.265,76891000000.0,60790000000.0,AMD,3,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-27,2025-12-18,40,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,6,2,MLE_TOP10xIRC_TOP10_20d
281316445,2026-01-27,2025-10-24,95,,MATCHED_STRONG,False,OK,,27711000000.0,2891000000.0,2.93,2286000000.0,0.166,0.228,0.104,6056000000.0,1.151,39233000000.0,18157000000.0,BKR,7,1,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-27,2025-11-05,83,,MATCHED_NAME_VERIFIED,False,OK,,60109000000.0,1323000000.0,9.29,-1124000000.0,0.112,0.058,0.022,17778000000.0,1.843,46298000000.0,15768000000.0,BG,10,3,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-28,2025-12-18,41,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,3,2,MLE_TOP10xIRC_TOP10_20d
32106121,2026-01-28,2025-11-05,84,,MATCHED_STRONG,False,OK,,2660969000.0,1895154000.0,39.14,705171000.0,0.566,0.552,0.712,0.0,0.179,4206392000.0,3567947000.0,MPWR,4,2,MLE_TOP10xIRC_TOP10_20d
281316445,2026-01-28,2025-10-24,96,,MATCHED_STRONG,False,OK,,27711000000.0,2891000000.0,2.93,2286000000.0,0.166,0.228,0.104,6056000000.0,1.151,39233000000.0,18157000000.0,BKR,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-29,2025-12-18,42,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,2,2,MLE_TOP10xIRC_TOP10_20d
270957,2026-01-29,2025-10-31,90,,MATCHED_STRONG,False,OK,,12524317000.0,4236832000.0,3.2,3872707000.0,0.981,0.613,0.338,5885193000.0,2.273,16317974000.0,4985071000.0,KLAC,9,2,MLE_TOP10xIRC_TOP10_20d
32106121,2026-01-29,2025-11-05,85,,MATCHED_STRONG,False,OK,,2660969000.0,1895154000.0,39.14,705171000.0,0.566,0.552,0.712,0.0,0.179,4206392000.0,3567947000.0,MPWR,5,2,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-29,2026-01-29,0,,MATCHED_STRONG,False,OK,,20560532000.0,6213409000.0,4.9,6215611000.0,0.626,0.498,0.302,4483748000.0,1.108,21391171000.0,10145426000.0,LRCX,7,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-30,2025-12-18,43,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,2,3,MLE_TOP10xIRC_TOP10_20d
13096,2026-01-30,2025-10-23,99,,MATCHED_STRONG,False,OK,,17266000000.0,5043000000.0,5.52,2080000000.0,0.304,0.575,0.292,14046000000.0,1.105,35004000000.0,16627000000.0,TXN,9,3,MLE_TOP10xIRC_TOP10_20d
57698865,2026-01-30,2025-10-22,100,,MATCHED_STRONG,False,OK,,7880867000.0,1780543000.0,3.09,2489553000.0,0.083,0.731,0.226,8407457000.0,0.622,41195290000.0,23151622000.0,EQT,6,7,MLE_TOP10xIRC_TOP10_20d
9939,2026-02-02,2025-12-18,46,,MATCHED_STRONG,False,OK,,42312000000.0,11909000000.0,10.63,4652000000.0,0.224,0.453,0.281,12425000000.0,0.462,85971000000.0,58806000000.0,MU,5,2,MLE_TOP10xIRC_TOP10_20d
13096,2026-02-02,2025-10-23,102,,MATCHED_STRONG,False,OK,,17266000000.0,5043000000.0,5.52,2080000000.0,0.304,0.575,0.292,14046000000.0,1.105,35004000000.0,16627000000.0,TXN,6,2,MLE_TOP10xIRC_TOP10_20d
12729,2026-02-03,2025-10-30,96,,MATCHED_STRONG,False,OK,,2859571000.0,443079000.0,2.75,456827000.0,0.159,0.589,0.155,268751000.0,0.459,3963731000.0,2717275000.0,TER,4,7,MLE_TOP10xIRC_TOP10_20d
13096,2026-02-03,2025-10-23,103,,MATCHED_STRONG,False,OK,,17266000000.0,5043000000.0,5.52,2080000000.0,0.304,0.575,0.292,14046000000.0,1.105,35004000000.0,16627000000.0,TXN,9,7,MLE_TOP10xIRC_TOP10_20d
5052,2026-02-05,2025-11-04,93,,MATCHED_STRONG,False,OK,,12694000000.0,680000000.0,2.62,140000000.0,0.124,0.199,0.054,7208000000.0,2.436,18721000000.0,5446000000.0,BALL,8,10,MLE_TOP10xIRC_TOP10_20d
8199,2026-02-05,2025-10-30,98,,MATCHED_STRONG,False,OK,,11489095000.0,1359833000.0,6.89,1841352000.0,0.294,0.377,0.118,5394379000.0,1.975,13579426000.0,4564446000.0,HSY,7,4,MLE_TOP10xIRC_TOP10_20d
5100583,2026-02-05,2025-12-18,49,,MATCHED_STRONG,False,OK,,90093000000.0,4337000000.0,18.21,4348000000.0,0.157,0.624,0.048,37766000000.0,2.169,89181000000.0,28140000000.0,FDX,9,9,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-06,2025-10-31,98,,MATCHED_STRONG,False,OK,,14915000000.0,1366000000.0,1.59,1242000000.0,0.124,0.357,0.092,8219000000.0,1.553,29916000000.0,11536000000.0,GLW,3,7,MLE_TOP10xIRC_TOP10_20d
8199,2026-02-06,2025-10-30,99,,MATCHED_STRONG,False,OK,,11489095000.0,1359833000.0,6.89,1841352000.0,0.294,0.377,0.118,5394379000.0,1.975,13579426000.0,4564446000.0,HSY,10,9,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-09,2025-10-31,101,,MATCHED_STRONG,False,OK,,14915000000.0,1366000000.0,1.59,1242000000.0,0.124,0.357,0.092,8219000000.0,1.553,29916000000.0,11536000000.0,GLW,2,4,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-09,2025-12-12,59,,MATCHED_STRONG,False,OK,,4769507000.0,123338000.0,0.87,665292000.0,0.045,0.42,0.026,1582210000.0,1.149,5864667000.0,2729323000.0,CIEN,6,4,MLE_TOP10xIRC_TOP10_20d
4901,2026-02-10,2025-10-29,104,,MATCHED_STRONG,False,OK,,137491000000.0,19837000000.0,4.7,21121000000.0,0.194,0.594,0.144,170452000000.0,2.685,388331000000.0,105042000000.0,VZ,9,3,MLE_TOP10xIRC_TOP10_20d
