conid,candidate_date,ticker,mle_rank,irc_rank,source_signal_label
270957,2025-10-24,KLAC,9,5,MLE_TOP10xIRC_TOP10_20d
6607708,2025-10-24,FIX,10,1,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-24,ISRG,1,8,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-27,AMD,7,3,MLE_TOP10xIRC_TOP10_20d
270957,2025-10-27,KLAC,10,3,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-27,ISRG,2,7,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-27,LITE,5,10,MLE_TOP10xIRC_TOP10_20d
4391,2025-10-28,AMD,9,3,MLE_TOP10xIRC_TOP10_20d
7890,2025-10-28,HAL,7,8,MLE_TOP10xIRC_TOP10_20d
9939,2025-10-28,MU,8,3,MLE_TOP10xIRC_TOP10_20d
6607708,2025-10-28,FIX,10,1,MLE_TOP10xIRC_TOP10_20d
9063285,2025-10-28,ISRG,2,6,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-28,GM,4,9,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-28,LITE,1,10,MLE_TOP10xIRC_TOP10_20d
7890,2025-10-29,HAL,5,4,MLE_TOP10xIRC_TOP10_20d
12729,2025-10-29,TER,4,3,MLE_TOP10xIRC_TOP10_20d
6607708,2025-10-29,FIX,8,2,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-29,GM,10,5,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-29,LITE,1,6,MLE_TOP10xIRC_TOP10_20d
491932113,2025-10-29,STX,7,6,MLE_TOP10xIRC_TOP10_20d
584127832,2025-10-29,COHR,2,9,MLE_TOP10xIRC_TOP10_20d
7890,2025-10-30,HAL,3,3,MLE_TOP10xIRC_TOP10_20d
12729,2025-10-30,TER,1,2,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-30,GM,8,10,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-30,LITE,5,4,MLE_TOP10xIRC_TOP10_20d
491932113,2025-10-30,STX,9,4,MLE_TOP10xIRC_TOP10_20d
7890,2025-10-31,HAL,7,4,MLE_TOP10xIRC_TOP10_20d
12729,2025-10-31,TER,1,2,MLE_TOP10xIRC_TOP10_20d
13681,2025-10-31,WDC,9,5,MLE_TOP10xIRC_TOP10_20d
80986742,2025-10-31,GM,10,6,MLE_TOP10xIRC_TOP10_20d
201113895,2025-10-31,LITE,3,5,MLE_TOP10xIRC_TOP10_20d
7890,2025-11-03,HAL,8,2,MLE_TOP10xIRC_TOP10_20d
12729,2025-11-03,TER,1,3,MLE_TOP10xIRC_TOP10_20d
13681,2025-11-03,WDC,2,4,MLE_TOP10xIRC_TOP10_20d
9063285,2025-11-03,ISRG,10,9,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-03,LITE,4,4,MLE_TOP10xIRC_TOP10_20d
491932113,2025-11-03,STX,5,4,MLE_TOP10xIRC_TOP10_20d
12729,2025-11-04,TER,3,4,MLE_TOP10xIRC_TOP10_20d
13681,2025-11-04,WDC,1,8,MLE_TOP10xIRC_TOP10_20d
4369855,2025-11-04,INCY,6,10,MLE_TOP10xIRC_TOP10_20d
9063285,2025-11-04,ISRG,8,7,MLE_TOP10xIRC_TOP10_20d
36320731,2025-11-04,CHRW,5,5,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-04,LITE,10,8,MLE_TOP10xIRC_TOP10_20d
491932113,2025-11-04,STX,7,8,MLE_TOP10xIRC_TOP10_20d
5407,2025-11-05,CAH,8,10,MLE_TOP10xIRC_TOP10_20d
12729,2025-11-05,TER,2,6,MLE_TOP10xIRC_TOP10_20d
4369855,2025-11-05,INCY,10,8,MLE_TOP10xIRC_TOP10_20d
32602412,2025-11-05,LVS,7,7,MLE_TOP10xIRC_TOP10_20d
36320731,2025-11-05,CHRW,9,3,MLE_TOP10xIRC_TOP10_20d
5407,2025-11-06,CAH,5,9,MLE_TOP10xIRC_TOP10_20d
4369855,2025-11-06,INCY,10,5,MLE_TOP10xIRC_TOP10_20d
36320731,2025-11-06,CHRW,9,2,MLE_TOP10xIRC_TOP10_20d
584127832,2025-11-06,COHR,2,6,MLE_TOP10xIRC_TOP10_20d
12729,2025-11-07,TER,2,6,MLE_TOP10xIRC_TOP10_20d
36320731,2025-11-07,CHRW,8,1,MLE_TOP10xIRC_TOP10_20d
584127832,2025-11-07,COHR,6,4,MLE_TOP10xIRC_TOP10_20d
13681,2025-11-10,WDC,1,7,MLE_TOP10xIRC_TOP10_20d
36320731,2025-11-10,CHRW,10,3,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-10,LITE,2,7,MLE_TOP10xIRC_TOP10_20d
491932113,2025-11-10,STX,3,7,MLE_TOP10xIRC_TOP10_20d
584127832,2025-11-10,COHR,7,5,MLE_TOP10xIRC_TOP10_20d
5407,2025-11-11,CAH,4,5,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-11,LLY,7,5,MLE_TOP10xIRC_TOP10_20d
12729,2025-11-11,TER,6,10,MLE_TOP10xIRC_TOP10_20d
13681,2025-11-11,WDC,1,8,MLE_TOP10xIRC_TOP10_20d
4369855,2025-11-11,INCY,9,6,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-11,LITE,3,8,MLE_TOP10xIRC_TOP10_20d
491932113,2025-11-11,STX,2,8,MLE_TOP10xIRC_TOP10_20d
5407,2025-11-12,CAH,3,5,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-12,LLY,1,5,MLE_TOP10xIRC_TOP10_20d
269082,2025-11-12,EXPD,7,1,MLE_TOP10xIRC_TOP10_20d
4369855,2025-11-12,INCY,6,4,MLE_TOP10xIRC_TOP10_20d
36320731,2025-11-12,CHRW,10,1,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-13,LLY,2,4,MLE_TOP10xIRC_TOP10_20d
266145,2025-11-13,AMGN,10,1,MLE_TOP10xIRC_TOP10_20d
3655640,2025-11-13,HSIC,8,4,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-14,LLY,2,5,MLE_TOP10xIRC_TOP10_20d
3655640,2025-11-14,HSIC,10,5,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-14,LITE,7,8,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-17,LLY,6,5,MLE_TOP10xIRC_TOP10_20d
266145,2025-11-17,AMGN,5,1,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-17,MRK,8,5,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-17,LITE,2,10,MLE_TOP10xIRC_TOP10_20d
691984360,2025-11-17,SOLV,9,9,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-18,LLY,7,4,MLE_TOP10xIRC_TOP10_20d
266145,2025-11-18,AMGN,4,1,MLE_TOP10xIRC_TOP10_20d
273733,2025-11-18,REGN,5,1,MLE_TOP10xIRC_TOP10_20d
26734397,2025-11-18,BIIB,9,1,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-18,MRK,6,4,MLE_TOP10xIRC_TOP10_20d
474515500,2025-11-18,APA,10,3,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-19,LLY,6,3,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-19,MRK,7,3,MLE_TOP10xIRC_TOP10_20d
101898880,2025-11-19,EPAM,8,10,MLE_TOP10xIRC_TOP10_20d
201113895,2025-11-19,LITE,3,10,MLE_TOP10xIRC_TOP10_20d
474515500,2025-11-19,APA,10,5,MLE_TOP10xIRC_TOP10_20d
8719,2025-11-20,JNJ,10,2,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-20,LLY,5,2,MLE_TOP10xIRC_TOP10_20d
273733,2025-11-20,REGN,4,1,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-20,MRK,6,2,MLE_TOP10xIRC_TOP10_20d
196986496,2025-11-20,MNST,9,8,MLE_TOP10xIRC_TOP10_20d
8719,2025-11-21,JNJ,9,2,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-21,LLY,4,2,MLE_TOP10xIRC_TOP10_20d
273733,2025-11-21,REGN,3,1,MLE_TOP10xIRC_TOP10_20d
26734397,2025-11-21,BIIB,6,1,MLE_TOP10xIRC_TOP10_20d
33837089,2025-11-21,DXCM,8,2,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-21,MRK,5,2,MLE_TOP10xIRC_TOP10_20d
181387075,2025-11-21,MDT,7,7,MLE_TOP10xIRC_TOP10_20d
691984360,2025-11-21,SOLV,2,7,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-24,LLY,10,2,MLE_TOP10xIRC_TOP10_20d
273733,2025-11-24,REGN,1,1,MLE_TOP10xIRC_TOP10_20d
26734397,2025-11-24,BIIB,6,1,MLE_TOP10xIRC_TOP10_20d
33837089,2025-11-24,DXCM,5,2,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-24,MRK,3,2,MLE_TOP10xIRC_TOP10_20d
181387075,2025-11-24,MDT,9,3,MLE_TOP10xIRC_TOP10_20d
691984360,2025-11-24,SOLV,2,3,MLE_TOP10xIRC_TOP10_20d
6737,2025-11-25,RVTY,10,6,MLE_TOP10xIRC_TOP10_20d
9160,2025-11-25,LLY,7,2,MLE_TOP10xIRC_TOP10_20d
273733,2025-11-25,REGN,2,1,MLE_TOP10xIRC_TOP10_20d
26734397,2025-11-25,BIIB,6,1,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-25,MRK,3,2,MLE_TOP10xIRC_TOP10_20d
691984360,2025-11-25,SOLV,4,6,MLE_TOP10xIRC_TOP10_20d
273733,2025-11-26,REGN,3,1,MLE_TOP10xIRC_TOP10_20d
26734397,2025-11-26,BIIB,6,1,MLE_TOP10xIRC_TOP10_20d
70101545,2025-11-26,MRK,5,3,MLE_TOP10xIRC_TOP10_20d
691984360,2025-11-26,SOLV,2,6,MLE_TOP10xIRC_TOP10_20d
691984360,2025-11-28,SOLV,8,8,MLE_TOP10xIRC_TOP10_20d
274144952,2025-12-01,CVNA,2,7,MLE_TOP10xIRC_TOP10_20d
270825,2025-12-02,JBHT,10,10,MLE_TOP10xIRC_TOP10_20d
44001820,2025-12-02,DAL,7,1,MLE_TOP10xIRC_TOP10_20d
79498203,2025-12-02,UAL,8,1,MLE_TOP10xIRC_TOP10_20d
274144952,2025-12-02,CVNA,6,7,MLE_TOP10xIRC_TOP10_20d
4157,2025-12-03,ADI,9,9,MLE_TOP10xIRC_TOP10_20d
270639,2025-12-03,INTC,1,9,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-03,MCHP,4,9,MLE_TOP10xIRC_TOP10_20d
8677881,2025-12-03,ON,3,9,MLE_TOP10xIRC_TOP10_20d
77791077,2025-12-03,NXPI,10,9,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-04,MCHP,2,10,MLE_TOP10xIRC_TOP10_20d
272667,2025-12-04,ODFL,8,6,MLE_TOP10xIRC_TOP10_20d
4157,2025-12-05,ADI,8,4,MLE_TOP10xIRC_TOP10_20d
12729,2025-12-05,TER,6,4,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-05,MCHP,2,4,MLE_TOP10xIRC_TOP10_20d
12729,2025-12-08,TER,7,6,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-08,MCHP,5,6,MLE_TOP10xIRC_TOP10_20d
12729,2025-12-09,TER,10,4,MLE_TOP10xIRC_TOP10_20d
268376,2025-12-09,DECK,9,2,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-09,MCHP,3,4,MLE_TOP10xIRC_TOP10_20d
70212228,2025-12-09,DG,7,10,MLE_TOP10xIRC_TOP10_20d
274144952,2025-12-09,CVNA,1,10,MLE_TOP10xIRC_TOP10_20d
12729,2025-12-10,TER,9,5,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-10,MCHP,4,5,MLE_TOP10xIRC_TOP10_20d
77791077,2025-12-10,NXPI,10,5,MLE_TOP10xIRC_TOP10_20d
584127832,2025-12-10,COHR,3,10,MLE_TOP10xIRC_TOP10_20d
691984365,2025-12-10,GEV,7,6,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-11,MCHP,3,9,MLE_TOP10xIRC_TOP10_20d
70212228,2025-12-11,DG,7,10,MLE_TOP10xIRC_TOP10_20d
77791077,2025-12-11,NXPI,10,9,MLE_TOP10xIRC_TOP10_20d
274144952,2025-12-11,CVNA,2,10,MLE_TOP10xIRC_TOP10_20d
9282,2025-12-12,LUV,6,1,MLE_TOP10xIRC_TOP10_20d
268376,2025-12-12,DECK,10,2,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-12,MCHP,2,9,MLE_TOP10xIRC_TOP10_20d
272667,2025-12-12,ODFL,7,7,MLE_TOP10xIRC_TOP10_20d
77791077,2025-12-12,NXPI,9,9,MLE_TOP10xIRC_TOP10_20d
9282,2025-12-15,LUV,6,1,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-15,MCHP,2,6,MLE_TOP10xIRC_TOP10_20d
49388062,2025-12-15,DLTR,8,7,MLE_TOP10xIRC_TOP10_20d
70212228,2025-12-15,DG,5,7,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-15,NCLH,10,4,MLE_TOP10xIRC_TOP10_20d
274144952,2025-12-15,CVNA,7,7,MLE_TOP10xIRC_TOP10_20d
691984365,2025-12-15,GEV,9,9,MLE_TOP10xIRC_TOP10_20d
9282,2025-12-16,LUV,6,1,MLE_TOP10xIRC_TOP10_20d
271568,2025-12-16,MCHP,9,7,MLE_TOP10xIRC_TOP10_20d
76792991,2025-12-16,TSLA,10,2,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-16,NCLH,8,4,MLE_TOP10xIRC_TOP10_20d
9282,2025-12-17,LUV,5,1,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-17,NCLH,7,4,MLE_TOP10xIRC_TOP10_20d
554208351,2025-12-17,WBD,6,7,MLE_TOP10xIRC_TOP10_20d
9282,2025-12-18,LUV,8,1,MLE_TOP10xIRC_TOP10_20d
45157951,2025-12-18,LULU,4,7,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-18,NCLH,7,4,MLE_TOP10xIRC_TOP10_20d
274144952,2025-12-18,CVNA,5,7,MLE_TOP10xIRC_TOP10_20d
9939,2025-12-19,MU,10,4,MLE_TOP10xIRC_TOP10_20d
11520,2025-12-19,RCL,7,2,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-19,NCLH,3,2,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-19,CCL,4,2,MLE_TOP10xIRC_TOP10_20d
11520,2025-12-22,RCL,5,2,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-22,NCLH,1,2,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-22,CCL,3,2,MLE_TOP10xIRC_TOP10_20d
11520,2025-12-23,RCL,3,1,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-23,NCLH,2,1,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-23,CCL,1,1,MLE_TOP10xIRC_TOP10_20d
11520,2025-12-24,RCL,3,1,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-24,NCLH,1,1,MLE_TOP10xIRC_TOP10_20d
498843743,2025-12-24,GE,7,7,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-24,CCL,2,1,MLE_TOP10xIRC_TOP10_20d
9939,2025-12-26,MU,6,6,MLE_TOP10xIRC_TOP10_20d
120643512,2025-12-26,NCLH,3,1,MLE_TOP10xIRC_TOP10_20d
498843743,2025-12-26,GE,7,9,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-26,CCL,4,1,MLE_TOP10xIRC_TOP10_20d
9939,2025-12-29,MU,1,10,MLE_TOP10xIRC_TOP10_20d
267748,2025-12-29,CMCSA,4,3,MLE_TOP10xIRC_TOP10_20d
4815747,2025-12-29,NVDA,10,10,MLE_TOP10xIRC_TOP10_20d
732440574,2025-12-29,LRCX,5,10,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-29,CCL,3,1,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-30,CCL,5,1,MLE_TOP10xIRC_TOP10_20d
878372298,2025-12-31,CCL,5,1,MLE_TOP10xIRC_TOP10_20d
6607708,2026-01-02,FIX,7,8,MLE_TOP10xIRC_TOP10_20d
7890,2026-01-05,HAL,3,2,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-05,SLB,5,2,MLE_TOP10xIRC_TOP10_20d
43645865,2026-01-05,IBKR,7,10,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-06,SLB,8,6,MLE_TOP10xIRC_TOP10_20d
43645865,2026-01-06,IBKR,10,8,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-07,ALB,10,10,MLE_TOP10xIRC_TOP10_20d
7890,2026-01-08,HAL,6,3,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-08,SLB,3,3,MLE_TOP10xIRC_TOP10_20d
13878278,2026-01-08,CNC,1,10,MLE_TOP10xIRC_TOP10_20d
356576040,2026-01-08,DOW,9,4,MLE_TOP10xIRC_TOP10_20d
7890,2026-01-09,HAL,7,3,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-09,MU,3,8,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-09,SLB,5,3,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-09,AMAT,9,8,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-09,INTC,1,8,MLE_TOP10xIRC_TOP10_20d
271568,2026-01-09,MCHP,10,8,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-09,LRCX,2,8,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-12,MU,3,10,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-12,SLB,4,3,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-12,AMAT,7,10,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-12,INTC,2,10,MLE_TOP10xIRC_TOP10_20d
371886040,2026-01-12,LHX,10,2,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-12,LRCX,1,10,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-13,ALB,3,4,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-13,SLB,5,1,MLE_TOP10xIRC_TOP10_20d
12729,2026-01-13,TER,10,10,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-13,INTC,1,10,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-13,LRCX,4,10,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-14,ALB,3,3,MLE_TOP10xIRC_TOP10_20d
12200,2026-01-14,SLB,6,1,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-14,INTC,2,4,MLE_TOP10xIRC_TOP10_20d
356576040,2026-01-14,DOW,8,3,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-14,LRCX,9,4,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-15,ALB,9,4,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-15,AMAT,7,6,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-15,INTC,2,6,MLE_TOP10xIRC_TOP10_20d
270957,2026-01-15,KLAC,4,6,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-15,BG,10,3,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-15,LRCX,5,6,MLE_TOP10xIRC_TOP10_20d
266093,2026-01-16,AMAT,4,5,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-16,INTC,7,5,MLE_TOP10xIRC_TOP10_20d
270957,2026-01-16,KLAC,2,5,MLE_TOP10xIRC_TOP10_20d
611191,2026-01-16,LMT,10,1,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-16,LRCX,6,5,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-20,ALB,4,7,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-20,MU,6,4,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-20,INTC,2,4,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-20,BG,5,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-21,AMD,7,3,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-21,INTC,2,3,MLE_TOP10xIRC_TOP10_20d
35447205,2026-01-21,CF,8,7,MLE_TOP10xIRC_TOP10_20d
72529783,2026-01-21,GNRC,4,9,MLE_TOP10xIRC_TOP10_20d
463654490,2026-01-21,TPL,5,8,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-21,BG,3,6,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-22,AMD,7,2,MLE_TOP10xIRC_TOP10_20d
270639,2026-01-22,INTC,2,2,MLE_TOP10xIRC_TOP10_20d
611191,2026-01-22,LMT,8,6,MLE_TOP10xIRC_TOP10_20d
72529783,2026-01-22,GNRC,3,10,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-22,BG,6,4,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-23,ALB,6,5,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-23,AMD,2,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-23,MU,4,2,MLE_TOP10xIRC_TOP10_20d
6607708,2026-01-23,FIX,10,4,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-23,BG,7,3,MLE_TOP10xIRC_TOP10_20d
4347,2026-01-26,ALB,5,5,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-26,AMD,2,4,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-26,MU,10,4,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-26,BG,8,3,MLE_TOP10xIRC_TOP10_20d
4391,2026-01-27,AMD,3,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-27,MU,6,2,MLE_TOP10xIRC_TOP10_20d
281316445,2026-01-27,BKR,7,1,MLE_TOP10xIRC_TOP10_20d
663174498,2026-01-27,BG,10,3,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-28,MU,3,2,MLE_TOP10xIRC_TOP10_20d
32106121,2026-01-28,MPWR,4,2,MLE_TOP10xIRC_TOP10_20d
281316445,2026-01-28,BKR,7,1,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-29,MU,2,2,MLE_TOP10xIRC_TOP10_20d
270957,2026-01-29,KLAC,9,2,MLE_TOP10xIRC_TOP10_20d
32106121,2026-01-29,MPWR,5,2,MLE_TOP10xIRC_TOP10_20d
732440574,2026-01-29,LRCX,7,2,MLE_TOP10xIRC_TOP10_20d
9939,2026-01-30,MU,2,3,MLE_TOP10xIRC_TOP10_20d
13096,2026-01-30,TXN,9,3,MLE_TOP10xIRC_TOP10_20d
57698865,2026-01-30,EQT,6,7,MLE_TOP10xIRC_TOP10_20d
9939,2026-02-02,MU,5,2,MLE_TOP10xIRC_TOP10_20d
13096,2026-02-02,TXN,6,2,MLE_TOP10xIRC_TOP10_20d
12729,2026-02-03,TER,4,7,MLE_TOP10xIRC_TOP10_20d
13096,2026-02-03,TXN,9,7,MLE_TOP10xIRC_TOP10_20d
5052,2026-02-05,BALL,8,10,MLE_TOP10xIRC_TOP10_20d
8199,2026-02-05,HSY,7,4,MLE_TOP10xIRC_TOP10_20d
5100583,2026-02-05,FDX,9,9,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-06,GLW,3,7,MLE_TOP10xIRC_TOP10_20d
8199,2026-02-06,HSY,10,9,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-09,GLW,2,4,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-09,CIEN,6,4,MLE_TOP10xIRC_TOP10_20d
4901,2026-02-10,VZ,9,3,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-10,CIEN,8,3,MLE_TOP10xIRC_TOP10_20d
4901,2026-02-11,VZ,9,7,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-11,GLW,6,7,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-11,GNRC,10,3,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-11,VRT,5,1,MLE_TOP10xIRC_TOP10_20d
4901,2026-02-12,VZ,7,4,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-12,GLW,3,4,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-12,GNRC,4,3,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-12,VRT,10,1,MLE_TOP10xIRC_TOP10_20d
713434903,2026-02-12,SW,9,6,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-13,GLW,5,4,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-13,GNRC,3,5,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-13,VRT,6,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-13,TPL,7,7,MLE_TOP10xIRC_TOP10_20d
713434903,2026-02-13,SW,8,6,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-17,GNRC,2,6,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-17,VRT,4,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-17,TPL,5,8,MLE_TOP10xIRC_TOP10_20d
713434903,2026-02-17,SW,9,2,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-18,GNRC,2,9,MLE_TOP10xIRC_TOP10_20d
292491487,2026-02-18,TPR,6,10,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-18,VRT,4,2,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-18,TPL,3,6,MLE_TOP10xIRC_TOP10_20d
713434903,2026-02-18,SW,5,1,MLE_TOP10xIRC_TOP10_20d
6607708,2026-02-19,FIX,7,5,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-19,CIEN,5,3,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-19,GNRC,4,8,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-19,VRT,3,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-19,TPL,1,6,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-20,GLW,10,3,MLE_TOP10xIRC_TOP10_20d
6607708,2026-02-20,FIX,6,4,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-20,CIEN,4,3,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-20,GNRC,3,8,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-20,VRT,2,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-20,TPL,1,5,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-23,GLW,8,2,MLE_TOP10xIRC_TOP10_20d
11899,2026-02-23,EIX,9,10,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-23,CIEN,2,2,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-23,GNRC,4,9,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-23,VRT,3,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-23,TPL,1,5,MLE_TOP10xIRC_TOP10_20d
41045553,2026-02-24,CIEN,8,2,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-24,GNRC,3,5,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-24,VRT,4,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-24,TPL,1,6,MLE_TOP10xIRC_TOP10_20d
7655,2026-02-25,GLW,6,2,MLE_TOP10xIRC_TOP10_20d
72529783,2026-02-25,GNRC,2,8,MLE_TOP10xIRC_TOP10_20d
76791198,2026-02-25,GRMN,8,10,MLE_TOP10xIRC_TOP10_20d
170167160,2026-02-25,KEYS,4,10,MLE_TOP10xIRC_TOP10_20d
402783527,2026-02-25,VRT,1,1,MLE_TOP10xIRC_TOP10_20d
463654490,2026-02-25,TPL,5,9,MLE_TOP10xIRC_TOP10_20d
