,conid,candidate_date,sf1_datekey,staleness_days,staleness_flag,identity_tier,is_alias,coverage_status,reason_code,revenue,netinc,eps,fcf,roe,grossmargin,netmargin,debt,de,assets,equity,ticker,revenue_yoy
230,76792991,2025-09-24,2025-07-24,62,,MATCHED_STRONG,False,OK,,92720000000.0,6065000000.0,1.89,5586000000.0,0.082,0.175,0.065,7220000000.0,0.653,128567000000.0,77314000000.0,TSLA,-0.027256132105163755
231,491932113,2025-09-24,2025-08-01,54,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
232,732440574,2025-09-24,2025-08-11,44,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
233,12729,2025-09-25,2025-08-01,55,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
234,13681,2025-09-25,2025-08-14,42,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
235,265598,2025-09-25,2025-08-01,55,,MATCHED_STRONG,False,OK,,408625000000.0,99280000000.0,6.61,96184000000.0,1.549,0.467,0.243,101698000000.0,4.036,331495000000.0,65830000000.0,AAPL,0.05970389234523599
236,266093,2025-09-25,2025-08-21,35,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
237,270639,2025-09-25,2025-07-24,63,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
238,76792991,2025-09-25,2025-07-24,63,,MATCHED_STRONG,False,OK,,92720000000.0,6065000000.0,1.89,5586000000.0,0.082,0.175,0.065,7220000000.0,0.653,128567000000.0,77314000000.0,TSLA,-0.027256132105163755
239,481863646,2025-09-25,2025-08-06,50,,MATCHED_STRONG,False,OK,,5313789000.0,2429574000.0,7.18,2850867000.0,2.577,0.809,0.457,3510958000.0,4.106,5959497000.0,1167127000.0,APP,0.34330725063331835
240,491932113,2025-09-25,2025-08-01,55,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
241,7890,2025-09-26,2025-07-25,63,,MATCHED_STRONG,False,OK,,22234000000.0,1862000000.0,2.15,2353000000.0,0.179,0.171,0.084,8561000000.0,1.412,25377000000.0,10505000000.0,HAL,-0.04081104400345126
242,8314,2025-09-26,2025-07-24,64,,MATCHED_STRONG,False,OK,,64040000000.0,5833000000.0,6.3,12257000000.0,0.22,0.576,0.091,67719000000.0,4.398,148585000000.0,27509000000.0,IBM,0.02685801330874682
243,12729,2025-09-26,2025-08-01,56,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
244,13497,2025-09-26,2025-07-24,64,,MATCHED_STRONG,False,OK,,123779000000.0,764000000.0,2.44,2382000000.0,0.031,0.025,0.006,10647000000.0,1.349,59433000000.0,24078000000.0,VLO,-0.11628720540884008
245,266093,2025-09-26,2025-08-21,36,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
246,270639,2025-09-26,2025-07-24,64,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
247,481863646,2025-09-26,2025-08-06,51,,MATCHED_STRONG,False,OK,,5313789000.0,2429574000.0,7.18,2850867000.0,2.577,0.809,0.457,3510958000.0,4.106,5959497000.0,1167127000.0,APP,0.34330725063331835
248,7890,2025-09-29,2025-07-25,66,,MATCHED_STRONG,False,OK,,22234000000.0,1862000000.0,2.15,2353000000.0,0.179,0.171,0.084,8561000000.0,1.412,25377000000.0,10505000000.0,HAL,-0.04081104400345126
249,12729,2025-09-29,2025-08-01,59,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
250,13681,2025-09-29,2025-08-14,46,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
251,266093,2025-09-29,2025-08-21,39,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
252,270639,2025-09-29,2025-07-24,67,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
253,12729,2025-09-30,2025-08-01,60,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
254,13681,2025-09-30,2025-08-14,47,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
255,266093,2025-09-30,2025-08-21,40,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
256,270639,2025-09-30,2025-07-24,68,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
257,13878278,2025-09-30,2025-07-25,67,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
258,182880167,2025-09-30,2025-08-04,57,,MATCHED_STRONG,False,OK,,12991135000.0,857979000.0,2.31,-1013398000.0,0.056,0.468,0.066,29779517000.0,2.891,60956100000.0,15665791000.0,ES,0.1444101856116955
259,12729,2025-10-01,2025-08-01,61,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
260,13681,2025-10-01,2025-08-14,48,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
261,266093,2025-10-01,2025-08-21,41,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
262,270639,2025-10-01,2025-07-24,69,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
263,402783527,2025-10-01,2025-07-30,63,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
264,491932113,2025-10-01,2025-08-01,61,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
265,731466419,2025-10-01,2025-08-28,34,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
266,732440574,2025-10-01,2025-08-11,51,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
267,12729,2025-10-02,2025-08-01,62,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
268,13681,2025-10-02,2025-08-14,49,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
269,266093,2025-10-02,2025-08-21,42,,MATCHED_STRONG,False,OK,,28613000000.0,6832000000.0,8.44,5823000000.0,0.359,0.485,0.239,6262000000.0,0.754,34211000000.0,19504000000.0,AMAT,0.06550234601921501
270,270639,2025-10-02,2025-07-24,70,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
271,491932113,2025-10-02,2025-08-01,62,,MATCHED_NAME_VERIFIED,False,OK,,9097000000.0,1469000000.0,6.93,819000000.0,-1.605,0.352,0.161,4995000000.0,-18.711,8023000000.0,-453000000.0,STX,0.38864295527400405
272,732440574,2025-10-02,2025-08-11,52,,MATCHED_STRONG,False,OK,,18435591000.0,5358217000.0,4.17,5414078000.0,0.585,0.487,0.291,4484505000.0,1.164,21345260000.0,9861619000.0,LRCX,0.23684089764599192
273,9939,2025-10-03,2025-10-03,0,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.7490056618782461
274,12729,2025-10-03,2025-08-01,63,,MATCHED_STRONG,False,OK,,2827659000.0,469170000.0,2.89,568899000.0,0.165,0.591,0.166,74461000.0,0.326,3761862000.0,2837301000.0,TER,0.04572066349880122
275,13681,2025-10-03,2025-08-14,50,,MATCHED_STRONG,False,OK,,9520000000.0,1885000000.0,5.31,1284000000.0,0.215,0.388,0.193,4711000000.0,1.593,14002000000.0,5311000000.0,WDC,-0.26786126278551103
276,270639,2025-10-03,2025-07-24,71,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
277,13878278,2025-10-03,2025-07-25,70,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
278,4391,2025-10-06,2025-08-06,61,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
279,9939,2025-10-06,2025-10-03,3,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
280,270639,2025-10-06,2025-07-24,74,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
281,731466419,2025-10-06,2025-08-28,39,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
282,4391,2025-10-07,2025-08-06,62,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
283,270639,2025-10-07,2025-07-24,75,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
284,13878278,2025-10-07,2025-07-25,74,,MATCHED_STRONG,False,OK,,178190000000.0,2054000000.0,4.12,1080000000.0,0.075,0.089,0.012,17577000000.0,2.149,86395000000.0,27406000000.0,CNC,0.12960791150274176
285,75960201,2025-10-07,2025-07-23,76,,MATCHED_STRONG,False,OK,,25899000000.0,5916000000.0,2.88,3735000000.0,0.118,0.62,0.228,93189000000.0,2.715,198830000000.0,50797000000.0,NEE,0.0018955512572533806
286,731466419,2025-10-07,2025-08-28,40,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
287,4391,2025-10-08,2025-08-06,63,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
288,9939,2025-10-08,2025-10-03,5,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
289,270639,2025-10-08,2025-07-24,76,,MATCHED_STRONG,False,OK,,53070000000.0,-20504000000.0,-4.75,-10943000000.0,-0.207,0.298,-0.386,50757000000.0,0.886,192520000000.0,97883000000.0,INTC,-0.03720904918270718
290,346218218,2025-10-08,2025-09-08,30,,MATCHED_STRONG,False,OK,,101451000000.0,4915000000.0,7.07,4860000000.0,-2.057,0.212,0.048,28689000000.0,-33.24,89176000000.0,-2766000000.0,DELL,0.10466141835168075
291,731466419,2025-10-08,2025-08-28,41,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
292,4391,2025-10-09,2025-08-06,64,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
293,9160,2025-10-09,2025-08-07,63,,MATCHED_STRONG,False,OK,,53258100000.0,13799900000.0,15.35,4884900000.0,0.884,0.826,0.259,39903800000.0,4.519,100922600000.0,18272900000.0,LLY,0.36830084166606714
294,9939,2025-10-09,2025-10-03,6,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
295,402783527,2025-10-09,2025-07-30,71,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
296,731466419,2025-10-09,2025-08-28,42,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
297,4391,2025-10-10,2025-08-06,65,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
298,9160,2025-10-10,2025-08-07,64,,MATCHED_STRONG,False,OK,,53258100000.0,13799900000.0,15.35,4884900000.0,0.884,0.826,0.259,39903800000.0,4.519,100922600000.0,18272900000.0,LLY,0.36830084166606714
299,9939,2025-10-10,2025-10-03,7,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
300,346218218,2025-10-10,2025-09-08,32,,MATCHED_STRONG,False,OK,,101451000000.0,4915000000.0,7.07,4860000000.0,-2.057,0.212,0.048,28689000000.0,-33.24,89176000000.0,-2766000000.0,DELL,0.10466141835168075
301,402783527,2025-10-10,2025-07-30,72,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
302,731466419,2025-10-10,2025-08-28,43,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
303,4391,2025-10-13,2025-08-06,68,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
304,9939,2025-10-13,2025-10-03,10,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
305,2730877,2025-10-13,2025-08-06,68,,MATCHED_STRONG,False,OK,,4028615000.0,-67043000.0,-1.29,578495000.0,-0.02,0.325,-0.017,2786038000.0,1.241,7560545000.0,3353321000.0,CRL,-0.012055836318620727
306,346218218,2025-10-13,2025-09-08,35,,MATCHED_STRONG,False,OK,,101451000000.0,4915000000.0,7.07,4860000000.0,-2.057,0.212,0.048,28689000000.0,-33.24,89176000000.0,-2766000000.0,DELL,0.10466141835168075
307,402783527,2025-10-13,2025-07-30,75,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
308,731466419,2025-10-13,2025-08-28,46,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
309,4391,2025-10-14,2025-08-06,69,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
310,9939,2025-10-14,2025-10-03,11,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
311,75960201,2025-10-14,2025-07-23,83,,MATCHED_STRONG,False,OK,,25899000000.0,5916000000.0,2.88,3735000000.0,0.118,0.62,0.228,93189000000.0,2.715,198830000000.0,50797000000.0,NEE,0.0018955512572533806
312,402783527,2025-10-14,2025-07-30,76,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
313,538132976,2025-10-14,2025-08-07,68,,MATCHED_STRONG,False,OK,,24821000000.0,3009000000.0,9.59,-2486000000.0,0.23,0.193,0.121,8311000000.0,2.897,52994000000.0,13507000000.0,CEG,0.054283651191436855
314,731466419,2025-10-14,2025-08-28,47,,MATCHED_STRONG,False,OK,,21972042000.0,1048854000.0,1.77,1532310000.0,,0.111,0.048,4757653000.0,1.225,14018429000.0,6301693000.0,SMCI,0.8589618210481083
315,4391,2025-10-15,2025-08-06,70,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
316,5437,2025-10-15,2025-08-06,70,,MATCHED_STRONG,False,OK,,63139000000.0,9437000000.0,19.74,8485000000.0,0.499,0.343,0.149,40748000000.0,3.84,90325000000.0,18663000000.0,CAT,-0.04865296528447449
317,72529783,2025-10-15,2025-08-05,71,,MATCHED_STRONG,False,OK,,4411654000.0,348824000.0,6.09,511592000.0,0.14,0.399,0.079,1587004000.0,1.095,5388801000.0,2570523000.0,GNRC,0.09693329391489947
318,79498203,2025-10-15,2025-07-17,90,,MATCHED_STRONG,False,OK,,57987000000.0,3310000000.0,10.11,4159000000.0,0.264,0.641,0.057,32786000000.0,4.77,77163000000.0,13373000000.0,UAL,0.04227554596926386
319,402783527,2025-10-15,2025-07-30,77,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
320,538132976,2025-10-15,2025-08-07,69,,MATCHED_STRONG,False,OK,,24821000000.0,3009000000.0,9.59,-2486000000.0,0.23,0.193,0.121,8311000000.0,2.897,52994000000.0,13507000000.0,CEG,0.054283651191436855
321,4391,2025-10-16,2025-08-06,71,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
322,5437,2025-10-16,2025-08-06,71,,MATCHED_STRONG,False,OK,,63139000000.0,9437000000.0,19.74,8485000000.0,0.499,0.343,0.149,40748000000.0,3.84,90325000000.0,18663000000.0,CAT,-0.04865296528447449
323,9939,2025-10-16,2025-10-03,13,,MATCHED_STRONG,False,OK,,37378000000.0,8539000000.0,7.65,1668000000.0,0.17,0.398,0.228,15278000000.0,0.529,82798000000.0,54165000000.0,MU,0.4885110111106685
324,270825,2025-10-16,2025-07-24,84,,MATCHED_STRONG,False,OK,,12064092000.0,553884000.0,5.54,797748000.0,0.143,0.454,0.046,1719360000.0,1.255,8241134000.0,3655330000.0,JBHT,-0.0223698452667348
325,32106121,2025-10-16,2025-08-04,73,,MATCHED_STRONG,False,OK,,2543912000.0,1861310000.0,38.38,706303000.0,0.612,0.553,0.732,0.0,0.168,3972210000.0,3402068000.0,MPWR,0.34300428414181217
326,538132976,2025-10-16,2025-08-07,70,,MATCHED_STRONG,False,OK,,24821000000.0,3009000000.0,9.59,-2486000000.0,0.23,0.193,0.121,8311000000.0,2.897,52994000000.0,13507000000.0,CEG,0.054283651191436855
327,663174498,2025-10-16,2025-08-05,72,,MATCHED_NAME_VERIFIED,False,OK,,50862000000.0,1378000000.0,10.02,-536000000.0,0.133,0.063,0.027,12213000000.0,1.77,31154000000.0,10883000000.0,BG,-0.08883753426129948
328,4391,2025-10-17,2025-08-06,72,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
329,269753,2025-10-17,2025-08-07,71,,MATCHED_STRONG,False,OK,,28863000000.0,6311000000.0,5.05,9369000000.0,0.329,0.785,0.219,24946000000.0,1.836,55721000000.0,19674000000.0,GILD,0.03805071030390228
330,270825,2025-10-17,2025-07-24,85,,MATCHED_STRONG,False,OK,,12064092000.0,553884000.0,5.54,797748000.0,0.143,0.454,0.046,1719360000.0,1.255,8241134000.0,3655330000.0,JBHT,-0.0223698452667348
331,32106121,2025-10-17,2025-08-04,74,,MATCHED_STRONG,False,OK,,2543912000.0,1861310000.0,38.38,706303000.0,0.612,0.553,0.732,0.0,0.168,3972210000.0,3402068000.0,MPWR,0.34300428414181217
332,324057162,2025-10-17,2025-07-24,85,,MATCHED_STRONG,False,OK,,15759000000.0,1536000000.0,1.13,1591000000.0,0.062,0.549,0.097,15927000000.0,1.176,54368000000.0,24985000000.0,KDP,0.046275395033860134
333,402783527,2025-10-17,2025-07-30,79,,MATCHED_STRONG,False,OK,,9094000000.0,812300000.0,2.14,1242300000.0,0.324,0.353,0.089,3124600000.0,2.33,10406200000.0,3125400000.0,VRT,0.2630730982374756
334,4391,2025-10-20,2025-08-06,75,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
335,11017,2025-10-20,2025-10-09,11,,MATCHED_STRONG,False,OK,,92366000000.0,7223000000.0,5.27,7225000000.0,0.389,0.54,0.078,50849000000.0,4.488,106558000000.0,19388000000.0,PEP,0.004852045256745097
336,8677881,2025-10-20,2025-08-04,77,,MATCHED_STRONG,False,OK,,6398800000.0,465800000.0,1.09,1299900000.0,0.056,0.379,0.073,3374800000.0,0.65,13126200000.0,7940800000.0,ON,-0.1793043299815309
337,324057162,2025-10-20,2025-07-24,88,,MATCHED_STRONG,False,OK,,15759000000.0,1536000000.0,1.13,1591000000.0,0.062,0.549,0.097,15927000000.0,1.176,54368000000.0,24985000000.0,KDP,0.046275395033860134
338,663174498,2025-10-20,2025-08-05,76,,MATCHED_NAME_VERIFIED,False,OK,,50862000000.0,1378000000.0,10.02,-536000000.0,0.133,0.063,0.027,12213000000.0,1.77,31154000000.0,10883000000.0,BG,-0.08883753426129948
339,4391,2025-10-21,2025-08-06,76,,MATCHED_STRONG,False,OK,,29600000000.0,2834000000.0,1.75,4043000000.0,0.049,0.476,0.096,3886000000.0,0.254,74820000000.0,59665000000.0,AMD,0.27169616772641336
340,2730877,2025-10-21,2025-08-06,76,,MATCHED_STRONG,False,OK,,4028615000.0,-67043000.0,-1.29,578495000.0,-0.02,0.325,-0.017,2786038000.0,1.241,7560545000.0,3353321000.0,CRL,-0.012055836318620727
341,8677881,2025-10-21,2025-08-04,78,,MATCHED_STRONG,False,OK,,6398800000.0,465800000.0,1.09,1299900000.0,0.056,0.379,0.073,3374800000.0,0.65,13126200000.0,7940800000.0,ON,-0.1793043299815309
342,44001820,2025-10-21,2025-10-09,12,,MATCHED_STRONG,False,OK,,62920000000.0,4630000000.0,7.14,3074000000.0,0.276,0.468,0.074,20978000000.0,3.23,79623000000.0,18822000000.0,DAL,0.04334560408582888
343,80986742,2025-10-21,2025-10-21,0,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.05245573941704618
344,11017,2025-10-22,2025-10-09,13,,MATCHED_STRONG,False,OK,,92366000000.0,7223000000.0,5.27,7225000000.0,0.389,0.54,0.078,50849000000.0,4.488,106558000000.0,19388000000.0,PEP,0.004852045256745097
345,9063285,2025-10-22,2025-10-22,0,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
346,80986742,2025-10-22,2025-10-21,1,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.0258101237419206
347,13909,2025-10-23,2025-10-23,0,,MATCHED_STRONG,False,OK,,3017900000.0,491700000.0,6.79,379100000.0,0.173,0.356,0.163,297600000.0,0.346,4105800000.0,3051500000.0,WST,0.04901108832423784
348,9063285,2025-10-23,2025-10-22,1,,MATCHED_STRONG,False,OK,,9612000000.0,2746900000.0,7.7,2271300000.0,0.161,0.664,0.286,0.0,0.136,19351800000.0,16929700000.0,ISRG,0.22182816611371692
349,80986742,2025-10-23,2025-10-21,2,,MATCHED_STRONG,False,OK,,187435000000.0,3045000000.0,5.31,8296000000.0,0.074,0.094,0.026,132503000000.0,3.311,288168000000.0,66374000000.0,GM,0.0258101237419206
