,conid,candidate_date,ticker,A,B,C,D,E,F,ret_fwd_5d,ret_fwd_10d,ret_fwd_20d,spyrel_fwd_5d,spyrel_fwd_10d,spyrel_fwd_20d
360,9939,2025-10-28,MU,True,True,True,True,True,True,5.7636,7.2146,9.0307,6.305,9.5565,12.144
361,6607708,2025-10-28,FIX,True,True,True,True,True,True,-0.3364,-2.6209,-6.2336,0.205,-0.279,-3.1204
362,9063285,2025-10-28,ISRG,True,True,True,True,True,True,-0.2164,2.6788,0.242,0.3251,5.0207,3.3553
363,80986742,2025-10-28,GM,True,True,True,False,False,False,-2.3615,1.2595,-2.8052,-1.8201,3.6013,0.3081
364,201113895,2025-10-28,LITE,True,False,True,False,False,False,0.5998,21.0293,22.0172,1.1413,23.3711,25.1305
365,7890,2025-10-29,HAL,True,True,False,False,True,False,-1.0917,0.837,-2.5109,-0.5025,1.7026,1.4621
366,12729,2025-10-29,TER,True,True,True,True,True,True,5.2489,5.8296,-5.8756,5.8381,6.6952,-1.9026
367,6607708,2025-10-29,FIX,True,True,True,True,True,True,-3.2623,-3.6116,-8.8706,-2.6731,-2.746,-4.8976
368,80986742,2025-10-29,GM,True,True,True,False,False,False,-1.3164,2.7774,-1.7359,-0.7272,3.643,2.2371
369,201113895,2025-10-29,LITE,True,False,True,False,False,False,-6.8602,21.2852,15.4704,-6.271,22.1508,19.4434
370,491932113,2025-10-29,STX,True,True,True,False,False,False,-0.0264,10.6807,-4.4274,0.5628,11.5463,-0.4544
371,584127832,2025-10-29,COHR,True,True,True,False,True,True,-4.3894,20.7591,0.0652,-3.8002,21.6247,4.0382
372,7890,2025-10-30,HAL,True,True,False,False,True,False,-0.5564,2.7819,-1.8546,0.1188,2.5451,0.6754
373,12729,2025-10-30,TER,True,True,True,True,True,True,-0.6954,4.0706,-4.8903,-0.0202,3.8337,-2.3603
374,80986742,2025-10-30,GM,True,True,True,False,False,False,-2.6212,3.4659,-0.2476,-1.9461,3.229,2.2825
375,201113895,2025-10-30,LITE,True,False,True,False,False,False,-5.8812,29.8606,34.3727,-5.206,29.6238,36.9027
376,491932113,2025-10-30,STX,True,True,True,False,False,False,-6.6895,9.5629,-3.4286,-6.0144,9.326,-0.8986
377,7890,2025-10-31,HAL,True,True,False,False,True,False,0.9687,3.2414,-4.5455,1.6255,3.3323,-0.2159
378,12729,2025-10-31,TER,True,True,True,True,True,True,3.2075,1.2764,-14.2276,3.8644,1.3673,-9.898
379,13681,2025-10-31,WDC,True,True,False,True,True,True,6.5841,15.9843,-6.644,7.2409,16.0752,-2.3145
380,80986742,2025-10-31,GM,True,True,True,False,False,False,-0.4632,2.8369,-1.5198,0.1937,2.9278,2.8098
381,201113895,2025-10-31,LITE,True,False,True,False,False,False,15.4743,28.9393,15.7174,16.1311,29.0302,20.0469
382,7890,2025-11-03,HAL,True,True,False,False,True,False,1.95,-0.5887,-5.5556,2.228,1.065,-3.4175
383,12729,2025-11-03,TER,True,True,True,True,True,True,0.5517,-7.3633,-9.3407,0.8297,-5.7097,-7.2027
384,13681,2025-11-03,WDC,True,True,False,True,True,True,10.2519,-0.5442,-4.4868,10.5299,1.1094,-2.3487
385,9063285,2025-11-03,ISRG,True,True,True,True,True,True,5.8782,3.9139,4.4597,6.1563,5.5676,6.5977
386,201113895,2025-11-03,LITE,True,False,True,False,False,False,30.2185,13.6687,49.995,30.4965,15.3223,52.133
387,491932113,2025-11-03,STX,True,True,True,False,False,False,10.7098,-1.126,-4.5829,10.9879,0.5277,-2.4449
388,12729,2025-11-04,TER,True,True,True,True,True,True,4.7993,-3.2337,-5.511,3.8811,-2.7435,-4.5469
389,13681,2025-11-04,WDC,True,True,False,True,True,True,14.4828,3.7127,-0.8214,13.5647,4.2029,0.1427
390,4369855,2025-11-04,INCY,True,True,True,True,True,True,2.9732,1.1951,3.2258,2.055,1.6853,4.1899
391,9063285,2025-11-04,ISRG,True,True,True,True,True,True,6.9374,1.984,5.5046,6.0192,2.4742,6.4687
392,36320731,2025-11-04,CHRW,True,True,False,True,True,True,-0.7782,-0.0719,1.0791,-1.6964,0.4183,2.0432
393,201113895,2025-11-04,LITE,True,False,True,False,False,False,37.9752,23.248,58.9297,37.057,23.7382,59.8938
394,491932113,2025-11-04,STX,True,True,True,False,False,False,17.4175,3.1272,1.1982,16.4993,3.6174,2.1623
395,5407,2025-11-05,CAH,True,True,True,False,False,False,4.3905,4.7716,8.6082,3.8208,6.5293,8.986
396,12729,2025-11-05,TER,True,True,True,True,True,True,-1.8711,-10.7415,-10.6189,-2.4408,-8.9838,-10.2411
397,4369855,2025-11-05,INCY,True,True,True,True,True,True,0.2649,-1.4475,-0.1419,-0.3048,0.3102,0.2359
398,32602412,2025-11-05,LVS,True,True,True,True,False,True,5.7403,3.7416,8.1388,5.1707,5.4993,8.5166
399,36320731,2025-11-05,CHRW,True,True,False,True,True,True,-0.9208,-0.32,2.7558,-1.4905,1.4377,3.1336
400,5407,2025-11-06,CAH,True,True,True,False,False,False,3.4446,4.1366,7.6519,1.5515,4.8288,6.254
401,4369855,2025-11-06,INCY,True,True,True,True,True,True,2.8137,-0.9791,0.4278,0.9205,-0.2869,-0.9701
402,36320731,2025-11-06,CHRW,True,True,False,True,True,True,1.6663,2.9751,7.63,-0.2268,3.6673,6.2322
403,584127832,2025-11-06,COHR,True,True,True,False,True,True,-0.8098,-12.6993,-3.3271,-2.7029,-12.0071,-4.7249
404,12729,2025-11-07,TER,True,True,True,True,True,True,-1.6513,-8.1413,-0.214,-3.5009,-7.3514,-2.065
405,36320731,2025-11-07,CHRW,True,True,False,True,True,True,2.3755,2.1413,6.3102,0.526,2.9312,4.4592
406,584127832,2025-11-07,COHR,True,True,True,False,True,True,1.398,-9.9929,6.3103,-0.4516,-9.203,4.4592
407,13681,2025-11-10,WDC,True,True,False,True,True,True,-6.7558,-19.5098,-6.1302,-4.4416,-15.2673,-5.9585
408,36320731,2025-11-10,CHRW,True,True,False,True,True,True,0.6064,-2.0762,5.6683,2.9206,2.1663,5.84
409,201113895,2025-11-10,LITE,True,False,True,False,False,False,-6.8567,-10.2543,22.3325,-4.5425,-6.0119,22.5042
410,491932113,2025-11-10,STX,True,True,True,False,False,False,-11.0922,-18.1945,-8.1261,-8.778,-13.952,-7.9544
411,584127832,2025-11-10,COHR,True,True,True,False,True,True,-16.5847,-18.66,-1.9314,-14.2705,-14.4175,-1.7597
412,5407,2025-11-11,CAH,True,True,True,False,False,False,0.6689,2.2802,1.5575,3.2062,5.7897,1.9572
413,9160,2025-11-11,LLY,True,True,True,True,False,True,3.3461,7.1898,7.0067,5.8834,10.6993,7.4064
414,12729,2025-11-11,TER,True,True,True,True,True,True,-5.5239,-10.3369,1.3542,-2.9866,-6.8273,1.7539
415,13681,2025-11-11,WDC,True,True,False,True,True,True,-4.4356,-18.1187,-3.7943,-1.8982,-14.6092,-3.3946
416,4369855,2025-11-11,INCY,True,True,True,True,True,True,-3.689,-5.6398,-5.6583,-1.1516,-2.1303,-5.2586
417,201113895,2025-11-11,LITE,True,False,True,False,False,False,-4.1193,1.2358,25.9278,-1.582,4.7453,26.3275
418,491932113,2025-11-11,STX,True,True,True,False,False,False,-9.2431,-17.5382,-6.2153,-6.7057,-14.0287,-5.8156
419,5407,2025-11-12,CAH,True,True,True,False,False,False,0.9103,3.3673,0.3964,3.5019,5.511,0.6672
420,9160,2025-11-12,LLY,True,True,True,True,False,True,0.3852,5.1465,2.7845,2.9767,7.2903,3.0552
421,269082,2025-11-12,EXPD,True,True,True,True,True,True,1.1018,2.5448,4.1228,3.6933,4.6885,4.3935
422,4369855,2025-11-12,INCY,True,True,True,True,True,True,-3.7779,-1.8659,-6.2996,-1.1864,0.2779,-6.0289
423,36320731,2025-11-12,CHRW,True,True,False,True,True,True,-0.2288,1.0262,4.3402,2.3628,3.17,4.6109
424,9160,2025-11-13,LLY,True,True,True,True,False,True,0.7019,4.6233,1.0451,2.4816,5.1158,-0.7182
425,266145,2025-11-13,AMGN,True,True,True,True,False,True,2.378,-0.506,2.8036,4.1576,-0.0134,1.0403
426,3655640,2025-11-13,HSIC,True,True,True,False,True,True,-2.9179,1.5271,-0.6272,-1.1383,2.0197,-2.3905
427,9160,2025-11-14,LLY,True,True,True,True,False,True,2.372,4.3773,-1.0524,3.7561,4.8536,-2.9068
428,3655640,2025-11-14,HSIC,True,True,True,False,True,True,-1.162,4.2419,2.6739,0.2221,4.7182,0.8196
429,201113895,2025-11-14,LITE,True,False,True,False,False,False,15.8389,28.9511,41.2233,17.223,29.4273,39.369
430,9160,2025-11-17,LLY,True,True,True,True,False,True,4.7431,5.2628,-2.3598,4.2834,2.6008,-5.0578
431,266145,2025-11-17,AMGN,True,True,True,True,False,True,-2.1685,1.0974,-5.9934,-2.6282,-1.5646,-8.6914
432,70101545,2025-11-17,MRK,True,True,True,True,True,True,8.1198,12.8904,6.5367,7.6601,10.2284,3.8387
433,201113895,2025-11-17,LITE,True,False,True,False,False,False,23.6667,34.3248,41.5128,23.207,31.6628,38.8148
434,691984360,2025-11-17,SOLV,True,True,False,True,True,False,9.4369,11.9044,8.4132,8.9772,9.2425,5.7151
435,9160,2025-11-18,LLY,True,True,True,True,False,True,3.894,4.4095,-3.1513,2.5835,0.8781,-6.7191
436,266145,2025-11-18,AMGN,True,True,True,True,False,True,-2.8169,0.4273,-6.6165,-4.1274,-3.1041,-10.1842
437,273733,2025-11-18,REGN,True,True,True,True,True,True,4.9784,7.562,-3.0441,3.6679,4.0306,-6.6118
438,26734397,2025-11-18,BIIB,True,True,True,False,True,True,4.7326,7.8541,6.8767,3.4221,4.3227,3.309
439,70101545,2025-11-18,MRK,True,True,True,True,True,True,4.117,8.711,2.5926,2.8065,5.1796,-0.9752
440,474515500,2025-11-18,APA,True,True,True,True,True,True,-2.0465,0.2006,4.8957,-3.357,-3.3307,1.3279
441,9160,2025-11-19,LLY,True,True,True,True,False,True,1.9588,0.7898,-6.4196,1.0383,-1.8723,-9.4997
442,70101545,2025-11-19,MRK,True,True,True,True,True,True,5.6286,7.1331,1.9358,4.708,4.471,-1.1443
443,101898880,2025-11-19,EPAM,True,True,True,False,True,True,1.2712,5.2451,14.945,0.3506,2.583,11.8649
444,201113895,2025-11-19,LITE,True,False,True,False,False,False,11.3194,18.2248,33.9915,10.3988,15.5626,30.9114
445,474515500,2025-11-19,APA,True,True,True,True,True,True,1.4969,5.1143,9.7297,0.5763,2.4522,6.6496
446,8719,2025-11-20,JNJ,True,True,True,True,True,True,1.7728,1.1178,1.7088,-1.6738,-3.1333,-3.6611
447,9160,2025-11-20,LLY,True,True,True,True,False,True,6.3884,1.3994,-4.759,2.9419,-2.8517,-10.1289
448,273733,2025-11-20,REGN,True,True,True,True,True,True,6.8277,1.7788,-1.464,3.3811,-2.4723,-6.8339
449,70101545,2025-11-20,MRK,True,True,True,True,True,True,11.2562,7.2233,2.7904,7.8096,2.9722,-2.5795
450,196986496,2025-11-20,MNST,True,True,True,True,True,True,3.6001,5.1648,2.2708,0.1535,0.9136,-3.099
451,8719,2025-11-21,JNJ,True,True,True,True,True,True,1.795,0.7062,2.9966,-1.3384,-2.5167,-1.5768
452,9160,2025-11-21,LLY,True,True,True,True,False,True,4.2125,-0.1708,-4.7485,1.0791,-3.3937,-9.3219
453,273733,2025-11-21,REGN,True,True,True,True,True,True,3.7981,-0.766,-1.2039,0.6647,-3.9889,-5.7773
454,26734397,2025-11-21,BIIB,True,True,True,False,True,True,3.7878,1.4147,-1.5973,0.6544,-1.8082,-6.1706
455,33837089,2025-11-21,DXCM,True,True,True,True,True,True,3.8187,5.4624,14.4612,0.6853,2.2395,9.8878
456,70101545,2025-11-21,MRK,True,True,True,True,True,True,7.0274,4.1633,1.2786,3.894,0.9403,-3.2947
457,181387075,2025-11-21,MDT,True,True,True,False,True,True,3.7747,2.1146,-1.4328,0.6413,-1.1083,-6.0062
458,691984360,2025-11-21,SOLV,True,True,False,True,True,False,2.8589,3.2087,-0.1327,-0.2745,-0.0142,-4.7061
459,9160,2025-11-24,LLY,True,True,True,True,False,True,-1.1466,-5.202,-0.7447,-2.8722,-7.5438,-2.5392
460,273733,2025-11-24,REGN,True,True,True,True,True,True,-1.4893,-5.0758,-1.1596,-3.2149,-7.4176,-2.9541
461,26734397,2025-11-24,BIIB,True,True,True,False,True,True,0.5429,2.9182,-0.6108,-1.1827,0.5765,-2.4052
462,33837089,2025-11-24,DXCM,True,True,True,True,True,True,2.1058,4.8867,5.6583,0.3801,2.5449,3.8638
463,70101545,2025-11-24,MRK,True,True,True,True,True,True,1.4243,0.488,-0.1394,-0.3014,-1.8537,-1.9339
464,181387075,2025-11-24,MDT,True,True,True,False,True,True,0.1357,-1.1725,-4.4864,-1.59,-3.5142,-6.2809
465,691984360,2025-11-24,SOLV,True,True,False,True,True,False,2.6145,2.2547,-1.787,0.8889,-0.087,-3.5814
466,6737,2025-11-25,RVTY,True,True,True,False,True,True,-2.9743,-4.5278,-6.1476,-3.7521,-6.1085,-6.9935
467,9160,2025-11-25,LLY,True,True,True,True,False,True,-4.6894,-8.9762,-4.302,-5.4672,-10.5569,-5.1479
468,273733,2025-11-25,REGN,True,True,True,True,True,True,-4.7262,-8.7588,-4.4074,-5.5039,-10.3395,-5.2533
469,26734397,2025-11-25,BIIB,True,True,True,False,True,True,-2.2972,-0.3627,-3.4183,-3.075,-1.9434,-4.2642
470,70101545,2025-11-25,MRK,True,True,True,True,True,True,-3.6248,-5.6218,-5.1107,-4.4026,-7.2025,-5.9566
471,691984360,2025-11-25,SOLV,True,True,False,True,True,False,-0.2448,-0.3964,-4.5237,-1.0226,-1.9771,-5.3696
472,273733,2025-11-26,REGN,True,True,True,True,True,True,-4.3971,-10.3682,-4.875,-4.4839,-10.9494,-4.7559
473,26734397,2025-11-26,BIIB,True,True,True,False,True,True,-2.2865,-0.8244,-5.7382,-2.3733,-1.4056,-5.619
474,70101545,2025-11-26,MRK,True,True,True,True,True,True,-2.6761,-5.4478,-6.0786,-2.7629,-6.0289,-5.9594
475,691984360,2025-11-26,SOLV,True,True,False,True,True,False,0.3401,-3.1312,-5.4884,0.2533,-3.7124,-5.3693
476,691984360,2025-11-28,SOLV,True,True,False,True,True,False,-0.0117,-3.1199,-5.3718,-0.0849,-3.155,-4.3592
477,274144952,2025-12-01,CVNA,True,True,True,True,False,True,19.3871,25.9827,15.5496,18.8932,24.6744,14.8793
478,270825,2025-12-02,JBHT,True,True,False,True,True,True,2.2398,6.9725,7.4571,1.9317,6.9387,6.9729
479,44001820,2025-12-02,DAL,True,True,True,True,False,True,3.1931,7.1692,10.6233,2.885,7.1354,10.1391
480,79498203,2025-12-02,UAL,True,True,True,True,False,True,0.115,2.3568,11.1516,-0.1932,2.323,10.6674
481,274144952,2025-12-02,CVNA,True,True,True,True,False,True,17.2161,19.2308,13.4485,16.908,19.197,12.9643
482,4157,2025-12-03,ADI,True,True,True,False,True,True,0.3199,0.7907,-0.5427,0.3579,1.2527,-1.1378
483,270639,2025-12-03,INTC,True,False,False,False,True,False,-7.9068,-14.2824,-16.9333,-7.8687,-13.8204,-17.5284
484,271568,2025-12-03,MCHP,True,False,False,False,True,False,5.8796,5.6123,2.7354,5.9176,6.0744,2.1403
485,8677881,2025-12-03,ON,True,True,False,False,True,False,-1.3473,-3.6045,-2.5547,-1.3093,-3.1425,-3.1498
486,77791077,2025-12-03,NXPI,True,True,False,True,True,True,0.6372,1.8764,-0.6943,0.6752,2.3385,-1.2894
487,271568,2025-12-04,MCHP,True,False,False,False,True,False,3.2911,3.801,0.9889,3.4884,4.3358,0.1136
488,272667,2025-12-04,ODFL,True,True,False,True,True,True,-3.0096,2.5731,3.8108,-2.8123,3.1079,2.9356
489,4157,2025-12-05,ADI,True,True,True,False,True,True,0.0995,-0.3022,-1.582,-0.1746,0.4212,-2.2558
490,12729,2025-12-05,TER,True,True,True,True,True,True,1.6138,-3.0234,-0.9314,1.3396,-2.3,-1.6052
491,271568,2025-12-05,MCHP,True,False,False,False,True,False,3.1758,2.0818,-1.322,2.9016,2.8051,-1.9958
492,12729,2025-12-08,TER,True,True,True,True,True,True,-4.0839,-6.1776,-2.7735,-3.6597,-5.1303,-3.3908
493,271568,2025-12-08,MCHP,True,False,False,False,True,False,-0.2524,-4.8849,-4.0089,0.1718,-3.8376,-4.6262
494,12729,2025-12-09,TER,True,True,True,True,True,True,-2.6354,-2.3954,-1.3052,-2.2972,-2.0367,-2.0094
495,268376,2025-12-09,DECK,True,True,True,True,True,True,3.1544,-1.3292,2.8767,3.4926,-0.9705,2.1725
496,271568,2025-12-09,MCHP,True,False,False,False,True,False,0.4936,-2.902,-3.2909,0.8318,-2.5433,-3.9952
497,70212228,2025-12-09,DG,True,True,True,True,False,True,5.8866,9.3516,9.5428,6.2248,9.7103,8.8386
498,274144952,2025-12-09,CVNA,True,True,True,True,False,True,-1.8516,-1.3476,-4.9962,-1.5135,-0.989,-5.7004
499,12729,2025-12-10,TER,True,True,True,True,True,True,-4.5635,-3.3283,-3.5979,-3.5687,-2.9298,-3.5164
500,271568,2025-12-10,MCHP,True,False,False,False,True,False,-1.0604,-2.4448,-4.7423,-0.0656,-2.0463,-4.6608
501,77791077,2025-12-10,NXPI,True,True,False,True,True,True,0.455,-0.7973,-4.6798,1.4498,-0.3988,-4.5983
502,584127832,2025-12-10,COHR,True,True,True,False,True,True,-9.6227,-3.2768,-5.3887,-8.6279,-2.8783,-5.3073
503,691984365,2025-12-10,GEV,True,True,False,True,False,False,-5.7607,-8.4633,-8.7635,-4.7659,-8.0648,-8.682
504,271568,2025-12-11,MCHP,True,False,False,False,True,False,-4.6172,-4.1251,-7.7725,-3.1226,-3.4953,-6.7205
505,70212228,2025-12-11,DG,True,True,True,True,False,True,1.3793,3.6479,0.0678,2.8738,4.2776,1.1198
506,77791077,2025-12-11,NXPI,True,True,False,True,True,True,-0.8972,-1.2466,-6.371,0.5973,-0.6169,-5.3191
507,274144952,2025-12-11,CVNA,True,True,True,True,False,True,-3.7123,-8.2813,-10.7351,-2.2178,-7.6516,-9.6831
508,9282,2025-12-12,LUV,True,False,True,False,False,False,-0.4615,2.599,0.3158,1.0581,2.1487,0.1089
509,268376,2025-12-12,DECK,True,True,True,True,True,True,1.1959,0.7215,5.5446,2.7155,0.2712,5.3378
510,271568,2025-12-12,MCHP,True,False,False,False,True,False,-4.7484,-1.3992,-3.2004,-3.2288,-1.8495,-3.4072
511,272667,2025-12-12,ODFL,True,True,False,True,True,True,-2.3575,-0.1191,-0.1881,-0.8379,-0.5694,-0.3949
512,77791077,2025-12-12,NXPI,True,True,False,True,True,True,-2.1608,0.3419,-3.0154,-0.6412,-0.1084,-3.2222
513,9282,2025-12-15,LUV,True,False,True,False,False,False,1.2464,-1.0547,1.7258,0.6441,-2.462,0.699
514,271568,2025-12-15,MCHP,True,False,False,False,True,False,-1.3992,-3.3343,-0.1786,-2.0015,-4.7416,-1.2055
515,49388062,2025-12-15,DLTR,True,False,False,False,False,False,-6.6174,-5.5043,-1.9822,-7.2197,-6.9116,-3.009
516,70212228,2025-12-15,DG,True,True,True,True,False,True,3.4529,3.6937,4.5137,2.8507,2.2864,3.4868
517,120643512,2025-12-15,NCLH,True,False,True,True,False,False,12.1016,5.358,4.2956,11.4993,3.9507,3.2688
518,274144952,2025-12-15,CVNA,True,True,True,True,False,True,-3.1927,-2.1098,-3.9853,-3.795,-3.5172,-5.0121
519,691984365,2025-12-15,GEV,True,True,False,True,False,False,-2.8678,-2.6257,-0.0719,-3.4701,-4.033,-1.0988
520,9282,2025-12-16,LUV,True,False,True,False,False,False,0.166,-2.1105,0.6403,-0.7119,-3.7957,-0.6634
521,271568,2025-12-16,MCHP,True,False,False,False,True,False,0.5159,-1.4568,1.7602,-0.362,-3.1419,0.4566
522,76792991,2025-12-16,TSLA,True,True,False,False,True,False,-0.2348,-2.9987,-7.7999,-1.1127,-4.6838,-9.1035
523,120643512,2025-12-16,NCLH,True,False,True,True,False,False,12.6741,5.896,4.8282,11.7962,4.2109,3.5246
524,9282,2025-12-17,LUV,True,False,True,False,False,False,3.0747,0.3416,3.6603,1.0744,-2.1085,0.6204
525,120643512,2025-12-17,NCLH,True,False,True,True,False,False,12.6741,4.039,10.4921,10.6738,1.5889,7.4522
526,554208351,2025-12-17,WBD,True,True,False,False,True,False,1.9142,2.056,0.9217,-0.0861,-0.3941,-2.1183
527,9282,2025-12-18,LUV,True,False,True,False,False,False,2.0378,0.9575,4.6894,0.3393,-0.7247,2.7514
528,45157951,2025-12-18,LULU,True,True,True,True,True,True,-1.1297,-1.1947,-1.5759,-2.8282,-2.877,-3.5139
529,120643512,2025-12-18,NCLH,True,False,True,True,False,False,6.8423,3.6061,12.8988,5.1438,1.9238,10.9608
530,274144952,2025-12-18,CVNA,True,True,True,True,False,True,-6.0977,-6.9136,-3.2099,-7.7962,-8.5958,-5.1479
531,9939,2025-12-19,MU,True,True,True,True,True,True,7.8069,10.6987,22.9768,6.3684,9.632,21.6662
532,11520,2025-12-19,RCL,True,True,True,True,False,True,0.1805,-3.7127,3.6582,-1.2579,-4.7794,2.3475
533,120643512,2025-12-19,NCLH,True,False,True,True,False,False,0.5642,-2.7344,5.7726,-0.8742,-3.8011,4.4619
534,878372298,2025-12-19,CCL,True,True,True,True,False,True,0.4177,-1.2853,1.8316,-1.0207,-2.3521,0.521
535,11520,2025-12-22,RCL,True,True,True,True,False,True,-5.9987,-5.8092,0.133,-6.4397,-5.5668,-1.3754
536,120643512,2025-12-22,NCLH,True,False,True,True,False,False,-7.6638,-6.1393,0.2884,-8.1048,-5.8969,-1.22
537,878372298,2025-12-22,CCL,True,True,True,True,False,True,-4.5963,-3.9752,-1.8323,-5.0373,-3.7328,-3.3407
538,11520,2025-12-23,RCL,True,True,True,True,False,True,-3.2844,-3.0894,3.0244,-3.2684,-2.3931,1.9778
539,120643512,2025-12-23,NCLH,True,False,True,True,False,False,-3.029,-1.428,5.3224,-3.013,-0.7317,4.2758
540,878372298,2025-12-23,CCL,True,True,True,True,False,True,-2.969,-2.3373,-0.1579,-2.9531,-1.6411,-1.2045
541,11520,2025-12-24,RCL,True,True,True,True,False,True,-3.8862,-4.7464,-0.816,-3.5197,-4.3611,-1.307
542,120643512,2025-12-24,NCLH,True,False,True,True,False,False,-3.2801,-2.5464,2.8054,-2.9136,-2.1611,2.3143
543,498843743,2025-12-24,GE,True,True,False,True,False,False,-1.6322,2.3899,3.3086,-1.2657,2.7752,2.8176
544,878372298,2025-12-24,CCL,True,True,True,True,False,True,-1.696,0.768,-0.832,-1.3295,1.1533,-1.323
545,9939,2025-12-26,MU,True,True,True,True,True,True,0.2177,9.6071,18.2029,1.4331,9.9823,17.9233
546,120643512,2025-12-26,NCLH,True,False,True,True,False,False,-2.1482,-1.0083,0.263,-0.9328,-0.6331,-0.0165
547,498843743,2025-12-26,GE,True,True,False,True,False,False,-2.2561,2.913,1.5231,-1.0407,3.2882,1.2435
548,878372298,2025-12-26,CCL,True,True,True,True,False,True,-0.5212,2.5733,-4.1042,0.6942,2.9485,-4.3838
549,9939,2025-12-29,MU,True,True,True,True,True,True,6.04,11.0915,23.9936,6.0589,10.8502,25.4867
550,267748,2025-12-29,CMCSA,True,True,True,True,True,True,0.5361,0.822,0.6433,0.555,0.5807,2.1364
551,4815747,2025-12-29,NVDA,True,True,True,True,True,True,-0.0531,-1.6895,-5.3926,-0.0342,-1.9308,-3.8996
552,732440574,2025-12-29,LRCX,True,True,True,True,True,True,10.7409,14.2662,26.4627,10.7598,14.0249,27.9558
553,878372298,2025-12-29,CCL,True,True,True,True,False,True,2.5065,3.1576,-8.7891,2.5254,2.9162,-7.296
554,878372298,2025-12-30,CCL,True,True,True,True,False,True,2.1739,4.2505,-9.085,2.0706,3.2228,-7.7124
555,878372298,2025-12-31,CCL,True,True,True,True,False,True,3.1107,3.5036,-8.2515,2.2601,1.562,-7.615
556,6607708,2026-01-02,FIX,True,True,True,True,True,True,3.1366,3.4415,12.7596,2.1983,1.6864,11.9091
557,7890,2026-01-05,HAL,True,True,False,False,True,False,-0.0627,2.6942,7.0175,-1.1445,2.037,6.289
558,12200,2026-01-05,SLB,True,True,False,True,True,True,3.0822,6.3242,13.4703,2.0004,5.667,12.7418
559,43645865,2026-01-05,IBKR,True,True,True,True,False,True,-1.0898,2.9482,5.2815,-2.1717,2.2909,4.553
560,12200,2026-01-06,SLB,True,True,False,True,True,True,3.4838,7.1052,13.9124,2.9996,7.1269,13.7795
561,43645865,2026-01-06,IBKR,True,True,True,True,False,True,-2.8677,0.6586,3.3891,-3.352,0.6803,3.2561
562,4347,2026-01-07,ALB,True,False,False,False,True,False,4.8029,6.7896,20.1832,3.9937,8.5298,19.3262
563,7890,2026-01-08,HAL,True,True,False,False,True,False,1.3677,-0.3419,3.6991,0.7499,1.3883,2.842
564,12200,2026-01-08,SLB,True,True,False,True,True,True,3.3086,4.5465,9.9932,2.6907,6.2767,9.1361
565,13878278,2026-01-08,CNC,True,False,True,False,False,False,-2.4723,-2.4723,-10.6991,-3.0901,-0.7421,-11.5562
566,356576040,2026-01-08,DOW,True,False,False,False,False,False,2.4306,2.5463,7.1759,1.8127,4.2765,6.3188
567,7890,2026-01-09,HAL,True,True,False,False,True,False,1.2565,-1.7469,2.3291,1.791,0.629,2.3335
568,9939,2026-01-09,MU,True,True,True,True,True,True,-3.402,5.7695,26.283,-2.8675,8.1454,26.2873
569,12200,2026-01-09,SLB,True,True,False,True,True,True,3.9159,2.7655,7.1903,4.4505,5.1413,7.1946
570,266093,2026-01-09,AMAT,True,True,True,True,True,True,0.2357,5.6611,13.3342,0.7703,8.0369,13.3385
571,270639,2026-01-09,INTC,True,False,False,False,True,False,6.9594,6.6081,6.8277,7.4939,8.984,6.832
572,271568,2026-01-09,MCHP,True,False,False,False,True,False,-0.7179,-2.7253,5.5039,-0.1834,-0.3495,5.5082
573,732440574,2026-01-09,LRCX,True,True,True,True,True,True,-4.3827,1.8547,13.6518,-3.8481,4.2306,13.6561
574,9939,2026-01-12,MU,True,True,True,True,True,True,5.531,14.9507,26.5794,8.0599,15.8397,26.5434
575,12200,2026-01-12,SLB,True,True,False,True,True,True,2.8793,9.2359,6.423,5.4082,10.1249,6.3871
576,266093,2026-01-12,AMAT,True,True,True,True,True,True,3.577,3.7593,6.8871,6.1059,4.6483,6.8512
577,270639,2026-01-12,INTC,True,False,False,False,True,False,10.2133,23.2864,10.7808,12.7423,24.1754,10.7448
578,371886040,2026-01-12,LHX,True,True,True,False,True,True,0.4843,4.4235,-0.1292,3.0132,5.3125,-0.1651
579,732440574,2026-01-12,LRCX,True,True,True,True,True,True,0.912,0.1361,7.7586,3.4409,1.0251,7.7227
580,4347,2026-01-13,ALB,True,False,False,False,True,False,-2.4536,7.1404,-6.756,-0.12,7.7948,-6.9924
581,12200,2026-01-13,SLB,True,True,False,True,True,True,1.1983,7.0806,4.6841,3.5319,7.735,4.4477
582,12729,2026-01-13,TER,True,True,True,True,True,True,-2.3073,-0.0393,8.8367,0.0263,0.6151,8.6004
583,270639,2026-01-13,INTC,True,False,False,False,True,False,2.6856,-4.6944,3.2142,5.0192,-4.04,2.9778
584,732440574,2026-01-13,LRCX,True,True,True,True,True,True,3.7457,1.6606,10.7846,6.0793,2.315,10.5482
585,4347,2026-01-14,ALB,True,False,False,False,True,False,-2.8217,6.8713,-3.8919,-0.9705,6.528,-3.7716
586,12200,2026-01-14,SLB,True,True,False,True,True,True,-1.1071,5.8122,5.94,0.7441,5.4689,6.0602
587,270639,2026-01-14,INTC,True,False,False,False,True,False,-0.3284,-12.7874,1.0878,1.5228,-13.1307,1.2081
